GMID,Name,School,Year,AST,A2PJ,S2P,A3P,DunkAss,TO,TOFoul,TOSteal,TOMisc
109432,Justin Turner,Bowling Green,2017,2,0,1,1,1,1,0,0,1
109433,Jeffrey Uju,Bowling Green,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109433,Jeffrey Uju,Bowling Green,2017,0,0,0,0,1,1,0,1,0
109434,Ethan Good,Bowling Green,2016,0,0,0,0,0,0,0,0,0
109434,Ethan Good,Bowling Green,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109435,Dontay Caruthers,Buffalo,2016,15,2,7,6,8,8,1,4,3
109435,Dontay Caruthers,Buffalo,2017,1,0,0,1,3,3,2,1,0
109437,Baylee Steele,Eastern Michigan,2016,1,0,0,1,2,2,0,1,1
109438,Sean Damaska,Northern Illinois,2016,0,0,0,0,0,0,0,0,0
109439,Justin Thomas,Northern Illinois,2016,0,0,0,0,1,1,0,1,0
109439,Justin Thomas,Northern Illinois,2017,4,0,2,2,0,0,0,0,0
109440,Rodney Culver,Ohio,2016,1,0,1,0,2,2,0,1,1
109443,Brandon Tabb,Bethune-Cookman,2016,1,0,1,0,4,4,1,2,1
109443,Brandon Tabb,Bethune-Cookman,2017,0,0,0,0,2,2,0,0,2
109444,Rodney Ross,Bethune-Cookman,2016,0,0,0,0,0,0,0,0,0
109444,Rodney Ross,Bethune-Cookman,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109445,Jeffrey Altidort,Bethune-Cookman,2016,7,0,1,6,8,8,1,3,4
109445,Jeffrey Altidort,Bethune-Cookman,2017,0,0,0,0,0,0,0,0,0
109446,Logan McIntosh,Maryland-Eastern Shore,2016,16,1,3,12,15,15,1,10,4
109446,Logan McIntosh,Maryland-Eastern Shore,2017,13,3,3,7,11,11,0,4,7
109447,Montraz Oliver,Maryland-Eastern Shore,2017,0,0,0,0,3,3,0,1,2
109448,Tyler Jones,Maryland-Eastern Shore,2016,0,0,0,0,4,4,1,1,2
109448,Tyler Jones,Maryland-Eastern Shore,2017,3,1,1,0,12,12,0,9,3
109449,David Syfax,Morgan State,2016,2,1,0,1,8,8,1,5,2
109449,David Syfax,Morgan State,2017,2,0,0,2,5,5,0,3,2
109450,Alex Ennis,Morgan State,2016,0,0,0,0,2,2,1,1,0
109450,Alex Ennis,Morgan State,2017,0,0,0,0,1,1,0,1,0
109451,Tiwian Kendley,Morgan State,2016,0,0,0,0,4,4,1,1,2
109451,Tiwian Kendley,Morgan State,2017,0,0,0,0,0,0,0,0,0
109452,Isiah Graves,Morgan State,2016,1,0,0,1,0,0,0,0,0
109453,Stanley Davis,Morgan State,2016,2,0,0,2,3,3,0,2,1
109453,Stanley Davis,Morgan State,2017,4,1,1,2,5,5,0,2,3
109454,Stavian Allen,Norfolk State,2016,3,0,1,2,3,3,1,0,2
109454,Stavian Allen,Norfolk State,2017,1,1,0,0,4,4,2,1,1
109455,Caleb Morris,Air Force,2016,1,0,0,1,1,1,0,1,0
109455,Caleb Morris,Air Force,2017,7,2,1,4,2,2,1,0,1
109455,Caleb Morris,Air Force,2017,7,2,1,4,2,2,1,0,1
109457,Lavelle Scottie,Air Force,2016,6,0,2,4,8,8,1,3,4
109457,Lavelle Scottie,Air Force,2017,8,0,3,5,13,13,1,8,4
109457,Lavelle Scottie,Air Force,2017,8,0,3,5,13,13,1,8,4
109458,LeSean Brown,Air Force,2016,1,0,1,0,0,0,0,0,0
109458,LeSean Brown,Air Force,2017,2,0,0,2,0,0,0,0,0
109458,LeSean Brown,Air Force,2017,2,0,0,2,0,0,0,0,0
109459,Kobi Betts,Air Force,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109459,Kobi Betts,Air Force,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109460,Jonathan DeWane,Air Force,2016,0,0,0,0,0,0,0,0,0
109460,Jonathan DeWane,Air Force,2017,1,0,1,0,0,0,0,0,0
109460,Jonathan DeWane,Air Force,2017,1,0,1,0,0,0,0,0,0
109462,Ryan Swan-Ford,Air Force,2016,0,0,0,0,2,2,1,1,0
109462,Ryan Swan-Ford,Air Force,2017,6,2,3,1,4,4,0,1,3
109462,Ryan Swan-Ford,Air Force,2017,6,2,3,1,4,4,0,1,3
109463,Derrick Alston,Boise State,2017,2,0,1,1,2,2,0,1,1
109464,Marcus Dickinson,Boise State,2016,12,3,3,6,11,11,0,8,3
109464,Marcus Dickinson,Boise State,2017,37,4,5,28,22,22,1,16,5
109465,Che Bob,Colorado State,2016,12,2,4,6,19,19,3,9,7
109465,Che Bob,Colorado State,2017,11,2,3,6,30,30,2,11,17
109466,Braiden Koelliker,Colorado State,2016,31,0,7,24,22,22,0,15,7
109468,Darryl McDowell-White,Fresno State,2016,0,0,0,0,0,0,0,0,0
109469,Lazaro Rojas,Fresno State,2017,0,0,0,0,1,1,0,1,0
109470,Charlie Tooley,Nevada,2016,0,0,0,0,0,0,0,0,0
109470,Charlie Tooley,Nevada,2017,0,0,0,0,1,1,0,0,1
109471,David Kyle,Nevada,2016,0,0,0,0,0,0,0,0,0
109473,Josh Hall,Nevada,2016,17,2,9,6,10,10,1,4,5
109473,Josh Hall,Nevada,2017,30,5,12,13,27,27,2,15,10
109474,John Carlson,Nevada,2016,0,0,0,0,0,0,0,0,0
109476,Jovan Mooring,UNLV,2016,28,11,9,8,16,16,0,11,5
109476,Jovan Mooring,UNLV,2017,86,16,49,21,46,46,3,21,22
109477,Larry Bush,UNLV,2016,0,0,0,0,1,1,0,1,0
109478,Sam Merrill,Utah State,2016,15,1,8,6,6,6,1,3,2
109478,Sam Merrill,Utah State,2017,28,4,9,15,10,10,1,6,3
109479,Ngor Barnaba,Utah State,2016,2,1,0,1,2,2,0,2,0
109480,Abel Porter,Utah State,2016,0,0,0,0,0,0,0,0,0
109480,Abel Porter,Utah State,2017,2,1,1,0,1,1,0,1,0
109482,Louis Adams (2),Wyoming,2016,4,2,1,1,5,5,0,2,3
109482,Louis Adams (2),Wyoming,2017,14,0,8,6,15,15,2,5,8
109485,Antwann Anderson,Central Connecticut State,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109486,"Donyell Marshall, Jr.",Central Connecticut State,2016,0,0,0,0,0,0,0,0,0
109486,"Donyell Marshall, Jr.",Central Connecticut State,2017,0,0,0,0,0,0,0,0,0
109490,Jahmel Bodrick,St. Francis (NY),2016,0,0,0,0,2,2,1,1,0
109492,Cori Johnson,St. Francis (NY),2017,1,0,0,1,1,1,0,0,1
109493,"Randall Gaskins, Jr.",St. Francis (PA),2016,6,0,1,5,6,6,0,1,5
109493,"Randall Gaskins, Jr.",St. Francis (PA),2017,3,0,1,2,1,1,0,0,1
109497,Montell Goodwin,Eastern Illinois,2016,0,0,0,0,0,0,0,0,0
109497,Montell Goodwin,Eastern Illinois,2017,6,3,1,2,7,7,0,5,2
109498,Ray Crossland,Eastern Illinois,2016,0,0,0,0,0,0,0,0,0
109498,Ray Crossland,Eastern Illinois,2017,3,2,0,1,3,3,0,2,1
109499,DeVantae' Price,Eastern Illinois,2016,0,0,0,0,0,0,0,0,0
109499,DeVantae' Price,Eastern Illinois,2017,0,0,0,0,1,1,0,0,1
109503,Zach Charles,Eastern Kentucky,2016,0,0,0,0,4,4,0,2,2
109503,Zach Charles,Eastern Kentucky,2017,2,1,1,0,2,2,0,1,1
109505,Lachlan Anderson,Eastern Kentucky,2016,1,1,0,0,1,1,0,1,0
109505,Lachlan Anderson,Eastern Kentucky,2017,0,0,0,0,0,0,0,0,0
109506,Trevor Hill,Eastern Kentucky,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109509,Ashton Spears,Jacksonville State,2016,1,0,1,0,1,1,0,0,1
109509,Ashton Spears,Jacksonville State,2017,22,4,11,7,11,11,4,4,3
109511,Jacara Cross,Jacksonville State,2016,0,0,0,0,6,6,2,1,3
109511,Jacara Cross,Jacksonville State,2017,7,0,5,2,9,9,1,4,4
109512,Derrick Green,Jacksonville State,2016,2,0,1,1,1,1,0,0,1
109513,Mohamed Abuarisha,Jacksonville State,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109513,Mohamed Abuarisha,Jacksonville State,2017,1,1,0,0,5,5,1,4,0
109515,Jerami Grace,Murray State,2016,2,0,1,1,0,0,0,0,0
109516,Jachai Taylor,Murray State,2016,0,0,0,0,1,1,0,1,0
109516,Jachai Taylor,Murray State,2017,0,0,0,0,0,0,0,0,0
109517,Brandon Jackson (2),SIU-Edwardsville,2016,0,0,0,0,1,1,0,1,0
109517,Brandon Jackson (2),SIU-Edwardsville,2017,1,0,0,1,1,1,0,1,0
109525,Dondre Duffus,Southeast Missouri State,2016,3,0,0,3,3,3,0,2,1
109525,Dondre Duffus,Southeast Missouri State,2017,1,0,0,1,2,2,0,0,2
109526,Jaylen Benton,Southeast Missouri State,2016,6,0,6,0,0,0,0,0,0
109526,Jaylen Benton,Youngstown State,2017,6,1,4,1,9,9,0,6,3
109527,Daniel Simmons,Southeast Missouri State,2016,5,0,3,2,4,4,0,1,3
109527,Daniel Simmons,Southeast Missouri State,2017,5,0,5,0,2,2,0,0,2
109529,Delano Spencer,Tennessee State,2016,2,0,1,1,4,4,0,2,2
109529,Delano Spencer,Tennessee State,2017,3,0,0,3,8,8,0,3,5
109530,A'Torey Everett,Tennessee State,2016,0,0,0,0,1,1,0,1,0
109531,JaCardo Hawkins,Tennessee Tech,2016,2,0,2,0,2,2,0,0,2
109533,Mike Fofana,Tennessee-Martin,2016,0,0,0,0,2,2,0,2,0
109533,Mike Fofana,Tennessee-Martin,2017,1,1,0,0,3,3,0,2,1
109541,Milan Williams,Colgate,2016,0,0,0,0,0,0,0,0,0
109541,Milan Williams,Colgate,2017,0,0,0,0,0,0,0,0,0
109543,Lukas Jarrett,Lafayette,2016,0,0,0,0,2,2,1,1,0
109543,Lukas Jarrett,Lafayette,2017,1,0,0,1,4,4,0,1,3
109544,Jimmy Panzini,Lafayette,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109545,Josh Wolf,Lehigh,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109545,Josh Wolf,Lehigh,2017,0,0,0,0,0,0,0,0,0
109556,Zach Frampton,Brigham Young,2016,2,0,1,1,2,2,1,0,1
109557,Colby Leifson,Brigham Young,2016,6,0,2,4,6,6,0,3,3
109558,Andre Ferguson,Portland,2016,3,0,1,2,6,6,1,2,3
109559,Alec Monson,Portland,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109560,Tommy Kuhse,Saint Mary's,2017,5,0,1,4,1,1,0,1,0
109561,Juwan Gray,San Diego,2016,2,0,0,2,5,5,1,3,1
109561,Juwan Gray,San Diego,2017,0,0,0,0,1,1,0,1,0
109562,Garrett Turner,San Francisco,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109563,Evan Crawford,Santa Clara,2016,1,0,0,1,2,2,0,0,2
109564,Johnny Sawyer,Santa Clara,2016,3,1,0,2,0,0,0,0,0
109564,Johnny Sawyer,Santa Clara,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109575,Shon Briggs,Cal State Bakersfield,2016,28,2,11,15,37,37,2,15,20
109575,Shon Briggs,Cal State Bakersfield,2017,5,1,1,3,8,8,2,1,5
109576,Glen Burns,Chicago State,2016,5,1,1,3,4,4,0,1,3
109576,Glen Burns,Chicago State,2017,15,0,6,8,28,28,4,11,13
109577,Deionte Simmons,Chicago State,2016,1,0,0,1,8,8,2,1,5
109577,Deionte Simmons,Chicago State,2017,1,0,1,0,8,8,0,3,5
109578,Patrick Szpir,Chicago State,2016,1,0,0,1,7,7,0,0,7
109578,Patrick Szpir,Chicago State,2017,2,0,1,1,9,9,0,6,3
109581,Chance Ellis,New Mexico State,2016,0,0,0,0,5,5,0,3,2
109582,Joe Garza,New Mexico State,2016,9,3,4,2,7,7,0,6,1
109582,Joe Garza,New Mexico State,2017,2,1,1,0,5,5,0,1,4
109584,Marlon Jones,New Mexico State,2016,1,0,0,1,4,4,2,1,1
109585,Johnny McCants,New Mexico State,2017,9,1,3,5,10,10,0,3,7
109586,"Xavier McDaniel, Jr.",Texas-RGV,2016,2,1,1,0,6,6,0,2,4
109586,"Xavier McDaniel, Jr.",Texas-RGV,2017,4,3,1,0,5,5,0,3,2
109588,Lesley Varner,Texas-RGV,2016,1,0,0,1,3,3,0,2,1
109588,Lesley Varner,Texas-RGV,2017,2,0,2,0,3,3,0,1,2
109589,Solomon Yon,Texas-RGV,2016,0,0,0,0,0,0,0,0,0
109590,Jared Stutzman,Utah Valley,2016,2,0,0,2,7,7,0,1,6
109590,Jared Stutzman,Idaho State,2017,1,0,1,0,1,1,0,1,0
109592,Ray Featherston,Syracuse,2016,0,0,0,0,0,0,0,0,0
109592,Ray Featherston,Syracuse,2017,1,1,0,0,0,0,0,0,0
109593,Bilal Abdur-Rahim,Southern Mississippi,2016,2,0,2,0,2,2,0,2,0
109594,Anfernee Hampton,Southern Mississippi,2017,1,0,0,1,2,2,0,0,2
109595,D'Angelo Richardson,Southern Mississippi,2016,7,1,2,4,6,6,0,5,1
109595,D'Angelo Richardson,Southern Mississippi,2017,6,0,4,2,6,6,0,2,4
109596,Clay Weatherspoon,Southern Mississippi,2016,1,0,0,1,3,3,0,2,1
109596,Clay Weatherspoon,Southern Mississippi,2017,0,0,0,0,0,0,0,0,0
109597,Jordon King,Fort Wayne,2016,2,0,0,2,1,1,0,0,1
109597,Jordon King,Fort Wayne,2017,3,0,1,2,0,0,0,0,0
109598,Jax Levitch,Fort Wayne,2016,0,0,0,0,0,0,0,0,0
109598,Jax Levitch,Fort Wayne,2017,2,0,0,2,2,2,0,1,1
109599,Jordan Coblin,Fort Wayne,2017,0,0,0,0,0,0,0,0,0
109600,Giovanni Fraser,IUPUI,2016,0,0,0,0,2,2,1,1,0
109601,Chad Hudson,IUPUI,2016,0,0,0,0,0,0,0,0,0
109601,Chad Hudson,IUPUI,2017,1,0,0,1,0,0,0,0,0
109602,Jared Samuelson (2),North Dakota State,2016,1,0,1,0,0,0,0,0,0
109602,Jared Samuelson (2),North Dakota State,2017,3,1,0,2,1,1,0,0,1
109603,Jontray Harris,Oral Roberts,2016,2,1,0,1,3,3,0,3,0
109603,Jontray Harris,Oral Roberts,2017,10,2,2,6,9,9,0,6,3
109604,Spencer Sutton,Oral Roberts,2017,4,0,3,1,4,4,1,3,0
109605,Jack Stensgard,South Dakota,2017,6,0,3,3,1,1,0,0,1
109606,Trey Burch-Manning,South Dakota,2016,3,1,2,0,4,4,1,2,1
109606,Trey Burch-Manning,South Dakota,2017,33,7,10,16,25,25,0,8,17
109608,Andre Wallace,South Dakota State,2016,3,0,3,0,2,2,0,2,0
109610,Nat Dixon,Chattanooga,2016,3,0,3,0,1,1,0,0,1
109610,Nat Dixon,Chattanooga,2017,2,0,0,2,1,1,0,1,0
109611,Trayvond Massenburg,Chattanooga,2016,0,0,0,0,0,0,0,0,0
109613,Tyler Burgess,Citadel,2016,0,0,0,0,0,0,0,0,0
109614,Griffin Peevey,Citadel,2016,0,0,0,0,0,0,0,0,0
109615,Jermaine Long,East Tennessee State,2016,38,3,16,19,31,31,2,17,12
109615,Jermaine Long,East Tennessee State,2017,5,0,3,2,6,6,0,4,2
109616,David Burrell (2),East Tennessee State,2016,10,1,4,5,16,16,2,7,7
109616,David Burrell (2),East Tennessee State,2017,4,0,1,3,6,6,0,2,4
109617,Julian Walters,East Tennessee State,2016,12,1,8,3,6,6,0,3,3
109617,Julian Walters,Alabama A&M,2017,12,2,6,4,6,6,0,3,3
109617,Julian Walters,Alabama A&M,2017,12,2,6,4,6,6,0,3,3
109618,Devontavius Payne,East Tennessee State,2016,19,2,8,9,23,23,3,12,8
109618,Devontavius Payne,East Tennessee State,2017,2,0,0,2,7,7,0,4,3
109619,Mac Brydon,Mercer,2017,1,0,0,1,1,1,0,1,0
109620,Justin Tucker,Wofford,2016,1,0,1,0,1,1,0,0,1
109621,"Michael Manning, Jr.",Wofford,2017,0,0,0,0,0,0,0,0,0
109624,Darraja Parnell,Central Arkansas,2016,6,2,1,3,5,5,0,2,3
109624,Darraja Parnell,Central Arkansas,2017,5,2,1,2,4,4,0,0,4
109625,Jordan Grant,Central Arkansas,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109625,Jordan Grant,Central Arkansas,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109627,Michael Saladin,Houston Baptist,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109627,Michael Saladin,Houston Baptist,2017,0,0,0,0,0,0,0,0,0
109628,Christian Peevy,Incarnate Word,2016,1,0,1,0,4,4,0,3,1
109628,Christian Peevy,Incarnate Word,2017,2,1,1,0,8,8,1,1,6
109629,Marek Hulva,Incarnate Word,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109630,Torey Noel,Lamar,2016,1,0,0,1,3,3,1,1,1
109630,Torey Noel,Lamar,2017,0,0,0,0,0,0,0,0,0
109631,Howard Thomas,McNeese State,2016,0,0,0,0,1,1,0,0,1
109633,Jacob Guest,Northwestern State,2016,0,0,0,0,0,0,0,0,0
109633,Jacob Guest,Northwestern State,2017,1,0,0,1,5,5,0,3,2
109634,"Christopher Galbreath, Jr.",Sam Houston State,2016,1,0,1,0,10,10,1,7,2
109634,"Christopher Galbreath, Jr.",Sam Houston State,2017,3,1,1,1,8,8,0,3,5
109635,Justin Van Pelt,Sam Houston State,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109636,Josh Huntley,Stephen F. Austin,2016,1,0,0,1,4,4,0,0,4
109637,Isaiah Traylor,Stephen F. Austin,2016,1,0,0,1,4,4,0,1,3
109638,Colin Hale,Texas A&M-CC,2016,0,0,0,0,1,1,0,1,0
109638,Colin Hale,Texas A&M-CC,2017,2,0,0,2,2,2,0,1,1
109638,Colin Hale,Texas A&M-CC,2017,2,0,0,2,2,2,0,1,1
109666,Isaac Johnson,Appalachian State,2016,4,0,2,2,2,2,0,1,1
109666,Isaac Johnson,Appalachian State,2017,5,2,1,2,5,5,0,3,2
109667,Kelvin Robinson,Appalachian State,2016,11,2,5,4,10,10,2,4,4
109694,Jahmiah Simmons,Arkansas State,2016,0,0,0,0,1,1,0,1,0
109697,Rashad Lindsey,Arkansas State,2016,13,1,5,7,9,9,2,4,3
109697,Rashad Lindsey,Arkansas State,2017,12,0,0,12,3,3,0,1,2
109699,Tamas Bruce,Arkansas State,2016,3,0,3,0,5,5,1,2,2
109699,Tamas Bruce,Arkansas State,2017,1,0,1,0,4,4,2,1,1
109704,Salif Boudie,Arkansas State,2016,0,0,0,0,6,6,1,3,2
109704,Salif Boudie,Arkansas State,2017,1,0,0,1,1,1,0,1,0
109705,Matt Lindsey,Coastal Carolina,2017,2,0,0,2,1,1,0,1,0
109707,Nile Felton,Georgia State,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109707,Nile Felton,Georgia State,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109708,Mason Aucoin,Louisiana,2016,0,0,0,0,0,0,0,0,0
109708,Mason Aucoin,Louisiana,2017,0,0,0,0,0,0,0,0,0
109709,Marvin Jean-Pierre,Louisiana-Monroe,2016,5,0,2,3,10,10,0,5,5
109709,Marvin Jean-Pierre,Louisiana-Monroe,2017,14,4,2,8,16,16,4,4,8
109710,Eric Terry,Texas State,2017,3,1,0,2,2,2,0,1,1
109711,Marlin Davis,Texas State,2016,5,1,2,2,2,2,0,2,0
109711,Marlin Davis,Texas State,2017,0,0,0,0,0,0,0,0,0
109712,Deris Duncan,Texas State,2016,1,1,0,0,0,0,0,0,0
109712,Deris Duncan,Texas State,2017,0,0,0,0,0,0,0,0,0
109713,Tyler Blount,Texas State,2016,2,1,0,1,0,0,0,0,0
109713,Tyler Blount,Texas State,2017,3,0,1,2,3,3,0,0,3
109714,Patrick Binzer,Texas-Arlington,2016,0,0,0,0,0,0,0,0,0
109715,"Juan Davis, Jr.",Troy,2016,1,0,0,1,5,5,0,4,1
109715,"Juan Davis, Jr.",Troy,2017,0,0,0,0,2,2,0,1,1
109717,Whit Moreman,Troy,2016,0,0,0,0,0,0,0,0,0
109717,Whit Moreman,Troy,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109731,Yalim Olcay,Western Carolina,2016,0,0,0,0,7,7,0,7,0
109731,Yalim Olcay,Western Carolina,2017,2,1,1,0,2,2,1,1,0
109733,Jason McMillan,Western Carolina,2016,0,0,0,0,3,3,0,3,0
109733,Jason McMillan,Western Carolina,2017,0,0,0,0,1,1,0,1,0
109734,Maurice Smith,Western Carolina,2016,2,0,0,2,4,4,0,2,2
109734,Maurice Smith,Western Carolina,2017,7,1,1,5,7,7,0,4,3
109735,David Park,UMBC,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109736,Arkel Lamar,UMBC,2016,4,0,1,3,2,2,0,0,2
109736,Arkel Lamar,UMBC,2017,11,2,1,8,11,11,1,5,5
109740,Hudson Urbanus,UTEP,2016,1,0,0,1,2,2,0,2,0
109741,Isiah Osborne,UTEP,2017,1,0,0,1,2,2,0,1,1
109742,George Brock,Southeastern Louisiana,2016,2,1,0,1,1,1,0,1,0
109743,Michael Corchiani,Southeastern Louisiana,2016,2,1,1,0,3,3,0,1,2
109744,Chris Mejia,Southeastern Louisiana,2016,2,0,1,1,0,0,0,0,0
109750,Sean Gurdon,Mount St. Mary's,2016,1,1,0,0,0,0,0,0,0
109754,Ashtyn Bradley,Long Island,2016,0,0,0,0,0,0,0,0,0
109754,Ashtyn Bradley,Long Island,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109766,Keith Smith (3),Virginia Military,2016,10,1,3,6,15,15,0,10,5
109766,Keith Smith (3),Virginia Military,2017,13,3,5,5,11,11,1,9,1
109767,Garrett Gilkeson,Virginia Military,2016,4,0,0,4,5,5,0,2,3
109767,Garrett Gilkeson,Virginia Military,2017,7,2,1,4,4,4,0,4,0
109768,Marcus Larsson,Virginia Military,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
109784,Jemerrio Jones,New Mexico State,2016,59,4,35,20,38,38,1,15,22
109784,Jemerrio Jones,New Mexico State,2017,68,6,38,23,48,48,5,22,21
109785,Juwan Davenport,Coppin State,2016,1,0,1,0,9,9,0,7,2
109786,Joey Gripper,Coppin State,2016,3,0,2,1,8,8,0,5,3
109787,Clarke Cooper,Texas-RGV,2016,0,0,0,0,0,0,0,0,0
109788,Onuralp Demirer,Texas-RGV,2016,0,0,0,0,1,1,0,1,0
109789,Nick Mora,Texas-RGV,2016,0,0,0,0,1,1,0,1,0
109789,Nick Mora,Texas-RGV,2017,0,0,0,0,1,1,0,0,1
109795,Andrew Pickles,UC Santa Barbara,2016,0,0,0,0,0,0,0,0,0
109795,Andrew Pickles,UC Santa Barbara,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
109798,Mark French,Texas A&M,2016,0,0,0,0,0,0,0,0,0
109798,Mark French,Texas A&M,2017,0,0,0,0,0,0,0,0,0
109800,Caleb Smith,Texas A&M,2016,5,0,4,1,2,2,0,1,1
109801,Chase Carlton,Texas A&M,2016,5,0,1,4,3,3,0,1,2
109812,Darryl Matthews,Hawaii,2016,0,0,0,0,0,0,0,0,0
110215,Kobe Wilson,Alcorn State,2016,0,0,0,0,0,0,0,0,0
110215,Kobe Wilson,Alcorn State,2017,0,0,0,0,1,1,0,1,0
110215,Kobe Wilson,Alcorn State,2017,0,0,0,0,1,1,0,1,0
110216,Maurice Howard,Alcorn State,2016,7,2,2,3,9,9,0,7,2
110216,Maurice Howard,Alcorn State,2017,8,1,6,1,9,9,0,4,5
110216,Maurice Howard,Alcorn State,2017,8,1,6,1,9,9,0,4,5
110219,Anthony Mosby,Alcorn State,2016,10,1,5,4,9,9,1,5,3
110219,Anthony Mosby,Alcorn State,2017,17,1,5,11,9,9,0,4,5
110219,Anthony Mosby,Alcorn State,2017,17,1,5,11,9,9,0,4,5
110451,Olivier Cadieux,Fairfield,2016,0,0,0,0,0,0,0,0,0
110451,Olivier Cadieux,Fairfield,2017,0,0,0,0,0,0,0,0,0
110475,John Edgar,UC Irvine,2016,1,1,0,0,2,2,0,0,2
110475,John Edgar,UC Irvine,2017,8,2,1,5,13,13,2,6,5
110493,Ozante Fields,South Carolina State,2016,2,1,1,0,6,6,0,3,3
110493,Ozante Fields,South Carolina State,2017,0,0,0,0,5,5,1,4,0
110494,David Bottenberg,South Carolina State,2016,0,0,0,0,0,0,0,0,0
110494,David Bottenberg,South Carolina State,2017,1,0,0,1,0,0,0,0,0
110495,Ian Kinard,South Carolina State,2016,2,1,0,1,13,13,0,4,9
110495,Ian Kinard,South Carolina State,2017,3,1,0,2,6,6,1,2,3
110498,Damani Applewhite,South Carolina State,2016,0,0,0,0,0,0,0,0,0
110498,Damani Applewhite,South Carolina State,2017,4,0,2,2,4,4,1,3,0
110499,Janai Raynor Powell,South Carolina State,2016,12,3,5,4,19,19,1,10,8
110499,Janai Raynor Powell,South Carolina State,2017,14,2,4,8,14,14,1,7,6
110500,J.J. Richardson (2),South Carolina State,2016,8,1,5,2,19,19,0,9,10
110500,J.J. Richardson (2),South Carolina State,2017,4,2,0,2,2,2,0,1,1
110731,Tom Leibig,Villanova,2016,0,0,0,0,0,0,0,0,0
110731,Tom Leibig,Villanova,2017,0,0,0,0,1,1,0,1,0
110733,Matt Kennedy (2),Villanova,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
110733,Matt Kennedy (2),Villanova,2017,0,0,0,0,0,0,0,0,0
110734,Denny Grace,Villanova,2016,0,0,0,0,1,1,0,0,1
110734,Denny Grace,Villanova,2017,0,0,0,0,2,2,0,0,2
111238,Robert Jones III,Idaho State,2016,4,0,0,4,2,2,0,1,1
111239,Keshawn Liggins,Idaho State,2016,0,0,0,0,1,1,0,0,1
111240,Lyle Sutton,Idaho State,2017,1,0,0,1,0,0,0,0,0
111241,Houston Wahlen,Idaho State,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
111242,Clark Wilkinson,Idaho State,2016,0,0,0,0,0,0,0,0,0
111243,Tommy Funk,Army,2016,30,3,12,15,14,14,1,6,7
111243,Tommy Funk,Army,2017,12,0,6,6,5,5,0,5,0
111244,Lance Lawson,Army,2017,0,0,0,0,0,0,0,0,0
111246,Keeston Smith,Army,2017,NA,NA,NA,NA,NA,0,NA,NA,NA
111353,Rashad Austin,Florida A&M,2016,2,0,0,2,0,0,0,0,0
111353,Rashad Austin,Florida A&M,2017,2,1,0,1,1,1,0,0,1
111354,Marcus Barham,Florida A&M,2016,1,0,0,1,1,1,0,0,1
111354,Marcus Barham,Florida A&M,2017,6,1,1,4,11,11,0,7,4
111355,Nasir Core,Florida A&M,2016,2,0,0,2,4,4,0,3,1
111355,Nasir Core,Florida A&M,2017,6,2,1,3,10,10,1,5,4
111356,Derrick Dandridge,Florida A&M,2016,0,0,0,0,2,2,0,1,1
111357,Andrew Smith (3),Florida A&M,2016,NA,NA,NA,NA,NA,0,NA,NA,NA
111358,Edric Dennis,Jackson State,2016,4,0,1,3,7,7,2,2,3
111359,Jordan Berry,Jackson State,2017,0,0,0,0,0,0,0,0,0
111361,Montreal Nabors,Jackson State,2016,0,0,0,0,0,0,0,0,0
111493,James Jackson,UC Riverside,2016,1,0,0,1,1,1,0,1,0
111493,James Jackson,UC Riverside,2017,0,0,0,0,0,0,0,0,0
111494,Khalid Campbell,Arkansas-Pine Bluff,2016,0,0,0,0,1,1,0,0,1
113726,Joe'Randle Toliver,Arkansas-Pine Bluff,2016,3,1,2,0,4,4,0,4,0
113726,Joe'Randle Toliver,Arkansas-Pine Bluff,2017,9,4,4,1,3,3,0,1,2
111602,Shayrone Jett,Prairie View A&M,2016,0,0,0,0,2,2,0,0,2
111602,Shayrone Jett,Prairie View A&M,2017,2,0,1,1,5,5,1,3,1
