GMID,Name,School,Year,Position,BS2P,PerRimABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,DunkedPutbacks,PerPBDunked,PutbacksOwn,PerS2APB,PerL2PAPB
4239,Brian Diaz,Nebraska,2011,Big,0.00%,100.00%,24.93%,79.24%,NR,0.00%,NR,82.37%,NR,NR
4241,Brandon Ubel,Nebraska,2009,Big,30.50%,31.23%,22.14%,87.91%,63.22%,0.00%,NR,31.06%,NR,NR
4241,Brandon Ubel,Nebraska,2010,Big,67.40%,9.40%,3.57%,84.03%,30.10%,0.00%,NR,0.00%,NR,NR
4241,Brandon Ubel,Nebraska,2011,Big,42.00%,35.61%,67.07%,70.01%,17.38%,0.00%,NR,31.06%,NR,NR
4241,Brandon Ubel,Nebraska,2012,Big,90.26%,17.00%,9.56%,47.35%,17.67%,0.00%,NR,86.96%,NR,NR
4247,Orlando Allen,Oklahoma,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,31.06%,NR,NR
4247,Orlando Allen,Marshall,2010,Big,30.50%,47.44%,86.96%,15.55%,NR,46.62%,NR,51.89%,NR,NR
4249,Ryan Wright,Oklahoma,2009,Big,82.00%,15.17%,47.53%,81.97%,NR,69.57%,NR,65.27%,NR,NR
4253,Andrew Fitzgerald,Oklahoma,2009,Big,42.00%,34.35%,16.75%,12.02%,NR,0.00%,NR,0.00%,NR,NR
4253,Andrew Fitzgerald,Oklahoma,2010,Big,96.30%,21.01%,71.37%,31.20%,NR,0.00%,NR,75.21%,NR,NR
4253,Andrew Fitzgerald,Oklahoma,2011,Big,67.40%,51.69%,92.63%,55.68%,NR,0.00%,NR,75.21%,NR,NR
4253,Andrew Fitzgerald,Oklahoma,2012,Big,59.74%,13.18%,19.12%,66.69%,NR,0.00%,NR,0.00%,NR,NR
4260,Ibrahima Thomas,Cincinnati,2009,Big,51.76%,49.60%,43.21%,51.89%,82.52%,46.62%,NR,31.06%,NR,NR
4260,Ibrahima Thomas,Cincinnati,2010,Big,51.76%,65.55%,64.86%,30.20%,78.42%,80.97%,NR,31.06%,NR,NR
4266,Teeng Akol,Western Kentucky,2010,Big,16.78%,NR,NR,18.16%,NR,46.62%,NR,0.00%,NR,NR
4266,Teeng Akol,Western Kentucky,2011,Big,51.76%,45.48%,47.53%,31.79%,54.06%,69.57%,NR,0.00%,NR,NR
4266,Teeng Akol,Western Kentucky,2012,Big,16.78%,76.94%,82.90%,57.73%,96.68%,46.62%,NR,0.00%,NR,NR
4269,Torin Walker,Oklahoma State,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4269,Torin Walker,Middle Tennessee State,2011,Big,30.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4269,Torin Walker,Middle Tennessee State,2012,Big,30.50%,23.00%,0.00%,27.02%,NR,46.62%,NR,0.00%,NR,NR
4269,Torin Walker,Middle Tennessee State,2013,Big,0.00%,NR,NR,72.28%,NR,0.00%,NR,31.06%,NR,NR
4271,Jarred Shaw,Oklahoma State,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4271,Jarred Shaw,Oklahoma State,2010,Big,16.78%,49.60%,16.75%,36.85%,NR,46.62%,NR,0.00%,NR,NR
4271,Jarred Shaw,Utah State,2012,Big,67.40%,72.73%,37.05%,36.89%,NR,46.62%,NR,51.89%,NR,NR
4271,Jarred Shaw,Utah State,2013,Big,92.56%,32.96%,51.48%,28.03%,NR,0.00%,NR,0.00%,NR,NR
4272,Alexis Wangmene,Texas,2009,Big,59.74%,9.02%,26.57%,27.02%,NR,0.00%,NR,31.06%,NR,NR
4272,Alexis Wangmene,Texas,2010,Big,30.50%,25.63%,22.14%,73.25%,NR,0.00%,NR,0.00%,NR,NR
4272,Alexis Wangmene,Texas,2011,Big,51.76%,51.88%,27.64%,72.66%,NR,46.62%,NR,31.06%,NR,NR
4273,Clint Chapman,Texas,2009,Big,0.00%,NR,NR,96.44%,NR,46.62%,NR,0.00%,NR,NR
4273,Clint Chapman,Texas,2011,Big,67.40%,57.95%,84.97%,51.78%,NR,46.62%,NR,65.27%,NR,NR
4276,Matt Hill,Texas,2009,Big,30.50%,13.76%,67.07%,NR,NR,0.00%,NR,31.06%,NR,NR
4276,Matt Hill,Texas,2010,Big,30.50%,25.63%,62.89%,54.15%,NR,0.00%,NR,31.06%,NR,NR
4286,Denzel Bowles,James Madison,2009,Big,78.08%,67.39%,20.21%,76.21%,NR,80.97%,NR,82.37%,NR,NR
4286,Denzel Bowles,James Madison,2010,Big,78.08%,64.63%,73.71%,22.61%,NR,46.62%,NR,51.89%,NR,NR
4288,James Blasczyk,Texas A&M,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4288,James Blasczyk,USC,2011,Big,30.50%,42.58%,62.89%,14.51%,NR,0.00%,NR,0.00%,NR,NR
4288,James Blasczyk,USC,2012,Big,30.50%,13.76%,96.18%,3.75%,NR,46.62%,NR,31.06%,NR,NR
4295,Ray Turner,Texas A&M,2009,Big,42.00%,16.92%,5.05%,94.81%,NR,69.57%,NR,0.00%,NR,NR
4295,Ray Turner,Texas A&M,2010,Big,42.00%,47.81%,92.10%,84.71%,NR,0.00%,NR,0.00%,NR,NR
4295,Ray Turner,Texas A&M,2011,Big,85.38%,43.01%,43.43%,36.85%,NR,46.62%,NR,82.37%,NR,NR
4295,Ray Turner,Texas A&M,2012,Big,67.40%,65.86%,45.08%,44.97%,NR,46.62%,NR,65.27%,NR,NR
4299,Darko Cohadarevic,Texas Tech,2009,Big,59.74%,46.74%,56.04%,48.49%,NR,0.00%,NR,75.21%,NR,NR
4334,Anthony McClain,Cincinnati,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4334,Anthony McClain,Cincinnati,2010,Big,0.00%,100.00%,47.53%,NR,NR,0.00%,NR,31.06%,NR,NR
4344,Steve Toyloy,Cincinnati,2009,Big,59.74%,40.77%,91.71%,78.68%,NR,46.62%,NR,51.89%,NR,NR
4350,Charles Okwandu,Connecticut,2009,Big,0.00%,100.00%,56.04%,2.74%,NR,46.62%,NR,0.00%,NR,NR
4350,Charles Okwandu,Connecticut,2010,Big,51.76%,41.03%,28.07%,22.70%,NR,0.00%,NR,0.00%,NR,NR
4353,Gavin Edwards,Connecticut,2009,Big,73.14%,56.32%,17.12%,84.03%,NR,46.62%,NR,31.06%,NR,NR
4380,Mouhammad Faye,Southern Methodist,2009,Big,59.74%,40.77%,95.34%,86.16%,67.57%,0.00%,NR,90.47%,NR,NR
4384,Shane Walker,Loyola (MD),2009,Big,73.14%,12.63%,28.07%,65.89%,76.49%,0.00%,NR,51.89%,NR,NR
4384,Shane Walker,Loyola (MD),2010,Big,85.38%,20.77%,44.95%,86.40%,75.64%,0.00%,NR,0.00%,NR,NR
4384,Shane Walker,Loyola (MD),2011,Big,88.16%,14.96%,89.73%,82.05%,89.50%,69.57%,NR,31.06%,NR,NR
4418,Brian Carlwell,San Diego State,2009,Big,0.00%,100.00%,87.99%,72.66%,NR,0.00%,NR,51.89%,NR,NR
4418,Brian Carlwell,San Diego State,2010,Big,30.50%,73.93%,91.71%,94.96%,NR,80.97%,NR,65.27%,NR,NR
4434,Bryce Webster,Cal State Fullerton,2009,Big,59.74%,62.30%,49.89%,94.90%,NR,0.00%,NR,86.96%,NR,NR
4440,Eli Holman,Detroit-Mercy,2009,Big,16.78%,79.70%,65.63%,68.68%,NR,69.57%,NR,82.37%,NR,NR
4440,Eli Holman,Detroit-Mercy,2010,Big,67.40%,72.46%,60.39%,70.68%,NR,91.55%,NR,97.11%,NR,NR
4440,Eli Holman,Detroit-Mercy,2011,Big,59.74%,64.87%,82.90%,78.40%,NR,69.57%,NR,90.47%,NR,NR
4456,Josh Crawford,Indiana State,2009,Big,30.50%,71.76%,72.42%,29.26%,34.90%,0.00%,NR,31.06%,NR,NR
4507,Caleb Patterson,Missouri State,2009,Big,16.78%,75.74%,89.41%,54.15%,75.64%,0.00%,NR,51.89%,NR,NR
4507,Caleb Patterson,Missouri State,2010,Big,0.00%,100.00%,0.00%,70.98%,NR,0.00%,NR,31.06%,NR,NR
4507,Caleb Patterson,Missouri State,2011,Big,30.50%,67.17%,26.57%,38.33%,50.99%,0.00%,NR,51.89%,NR,NR
4515,Sean Kowal,Northern Illinois,2009,Big,85.38%,32.88%,67.42%,58.01%,NR,46.62%,NR,0.00%,NR,NR
4518,Jeff Withey,Kansas,2009,Big,0.00%,NR,NR,NR,NR,46.62%,NR,0.00%,NR,NR
4518,Jeff Withey,Kansas,2010,Big,16.78%,71.76%,87.99%,NR,NR,46.62%,NR,0.00%,NR,NR
4518,Jeff Withey,Kansas,2011,Big,82.00%,53.31%,45.08%,67.58%,NR,80.97%,NR,75.21%,NR,NR
4518,Jeff Withey,Kansas,2012,Big,92.56%,45.48%,85.54%,86.16%,NR,80.97%,NR,90.47%,NR,NR
4532,Jordan Henriquez,Kansas State,2009,Big,16.78%,65.55%,95.34%,55.37%,NR,46.62%,NR,0.00%,NR,NR
4532,Jordan Henriquez,Kansas State,2010,Big,30.50%,64.47%,89.41%,89.64%,NR,69.57%,NR,82.37%,NR,NR
4532,Jordan Henriquez,Kansas State,2011,Big,67.40%,53.31%,38.19%,65.77%,NR,80.97%,NR,65.27%,NR,NR
4532,Jordan Henriquez,Kansas State,2012,Big,51.76%,51.22%,47.53%,89.88%,NR,80.97%,NR,75.21%,NR,NR
4556,Barry Honore',Oklahoma,2010,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4556,Barry Honore',Oklahoma,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4584,Christopher Niemann,Nebraska,2010,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
4584,Christopher Niemann,Nebraska,2011,Big,0.00%,NR,NR,77.70%,NR,0.00%,NR,31.06%,NR,NR
4714,Roeland Schaftenaar,Oregon State,2009,Big,51.76%,62.22%,19.33%,43.72%,75.64%,0.00%,NR,51.89%,NR,NR
4815,Mike Holmes,South Carolina,2009,Big,0.00%,100.00%,16.75%,36.85%,NR,0.00%,NR,0.00%,NR,NR
4815,Mike Holmes,Coastal Carolina,2010,Big,30.50%,66.20%,82.90%,36.85%,NR,0.00%,NR,51.89%,NR,NR
5119,Anthony Ianni,Michigan State,2010,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5119,Anthony Ianni,Michigan State,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5120,Dion Sims,Michigan State,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5135,Trevor Mbakwe,Minnesota,2010,Big,93.88%,50.62%,87.20%,76.59%,NR,94.05%,NR,93.13%,NR,NR
5135,Trevor Mbakwe,Minnesota,2011,Big,30.50%,63.76%,91.71%,65.77%,NR,87.18%,NR,31.06%,NR,NR
5135,Trevor Mbakwe,Minnesota,2012,Big,73.14%,62.88%,69.67%,66.15%,NR,98.42%,NR,65.27%,NR,NR
5172,Zisis Sarikopoulos,Ohio State,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5503,Justin Knox,Alabama,2009,Big,73.14%,19.49%,16.75%,75.62%,NR,46.62%,NR,31.06%,NR,NR
5503,Justin Knox,North Carolina,2010,Big,16.78%,75.74%,62.89%,70.01%,NR,46.62%,NR,0.00%,NR,NR
5508,Yamene Coleman,Troy,2009,Big,67.40%,66.42%,43.21%,78.49%,NR,80.97%,NR,75.21%,NR,NR
5535,Delvon Johnson,Arkansas,2009,Big,16.78%,78.10%,26.57%,24.78%,NR,46.62%,NR,0.00%,NR,NR
5535,Delvon Johnson,Arkansas,2010,Big,85.38%,51.71%,56.04%,27.57%,NR,46.62%,NR,51.89%,NR,NR
5578,Brendan Knox,Auburn,2009,Big,92.56%,35.11%,51.95%,95.99%,NR,80.97%,NR,82.37%,NR,NR
5584,Kenny Gabriel,Auburn,2009,Big,0.00%,NR,NR,2.74%,22.82%,0.00%,NR,0.00%,NR,NR
5584,Kenny Gabriel,Auburn,2010,Big,16.78%,79.25%,84.06%,65.77%,40.25%,91.55%,NR,75.21%,NR,NR
5584,Kenny Gabriel,Auburn,2011,Big,85.38%,32.88%,36.86%,14.51%,56.78%,98.42%,NR,31.06%,NR,NR
5587,Rob Chubb,Auburn,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5587,Rob Chubb,Auburn,2010,Big,51.76%,68.48%,50.19%,51.91%,NR,0.00%,NR,51.89%,NR,NR
5587,Rob Chubb,Auburn,2011,Big,67.40%,54.78%,41.45%,29.09%,NR,0.00%,NR,31.06%,NR,NR
5587,Rob Chubb,Auburn,2012,Big,42.00%,77.60%,37.39%,14.57%,NR,0.00%,NR,31.06%,NR,NR
5590,Ty Armstrong,Auburn,2009,Big,0.00%,100.00%,100.00%,3.46%,NR,0.00%,NR,31.06%,NR,NR
5590,Ty Armstrong,Auburn,2010,Big,16.78%,NR,NR,36.85%,NR,0.00%,NR,31.06%,NR,NR
5590,Ty Armstrong,East Carolina,2012,Big,82.00%,38.14%,57.34%,39.87%,NR,46.62%,NR,82.37%,NR,NR
5595,Boubacar Sylla,Wyoming,2009,Big,0.00%,100.00%,82.90%,75.62%,NR,0.00%,NR,65.27%,NR,NR
5633,Kenny Kadji,Florida,2009,Big,30.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5633,Kenny Kadji,Miami (FL),2011,Big,73.14%,17.39%,26.57%,65.77%,85.15%,69.57%,NR,0.00%,NR,NR
5633,Kenny Kadji,Miami (FL),2012,Big,42.00%,69.64%,28.07%,52.92%,44.21%,69.57%,NR,51.89%,NR,NR
5636,Eloy Vargas,Kentucky,2010,Big,42.00%,26.52%,36.86%,65.77%,NR,46.62%,NR,51.89%,NR,NR
5636,Eloy Vargas,Kentucky,2011,Big,30.50%,NR,NR,87.77%,NR,0.00%,NR,65.27%,NR,NR
5653,Albert Jackson,Georgia,2009,Big,78.08%,3.69%,19.12%,95.15%,NR,0.00%,NR,51.89%,NR,NR
5654,Chris Barnes,Georgia,2009,Big,73.14%,12.63%,40.16%,70.68%,NR,0.00%,NR,0.00%,NR,NR
5654,Chris Barnes,Georgia,2010,Big,73.14%,35.29%,25.65%,14.51%,NR,46.62%,NR,51.89%,NR,NR
5671,Jeremy Jacob,Oregon,2009,Big,42.00%,68.40%,94.89%,78.00%,NR,0.00%,NR,86.96%,NR,NR
5671,Jeremy Jacob,Oregon,2010,Big,59.74%,7.08%,69.07%,48.45%,NR,0.00%,NR,51.89%,NR,NR
5671,Jeremy Jacob,Oregon,2011,Big,42.00%,37.70%,95.10%,65.98%,NR,0.00%,NR,65.27%,NR,NR
5717,Perry Stevenson,Kentucky,2009,Big,0.00%,100.00%,0.00%,99.01%,NR,0.00%,NR,0.00%,NR,NR
5732,Morakinyo Williams,Duquesne,2009,Big,51.76%,3.99%,82.90%,56.19%,NR,0.00%,NR,31.06%,NR,NR
5732,Morakinyo Williams,Citadel,2010,Big,42.00%,NR,NR,72.28%,NR,0.00%,NR,0.00%,NR,NR
5787,Murphy Holloway,Ole Miss,2009,Big,82.00%,47.81%,87.24%,75.62%,NR,69.57%,NR,90.47%,NR,NR
5787,Murphy Holloway,Ole Miss,2011,Big,96.30%,38.74%,72.44%,58.79%,NR,0.00%,NR,94.95%,NR,NR
5787,Murphy Holloway,Ole Miss,2012,Big,95.28%,57.19%,24.94%,66.34%,NR,69.57%,NR,75.21%,NR,NR
5788,Terrance Henry,Ole Miss,2009,Big,30.50%,63.76%,82.90%,30.01%,61.24%,46.62%,NR,51.89%,NR,NR
5788,Terrance Henry,Ole Miss,2010,Big,93.88%,19.81%,68.19%,49.59%,35.99%,0.00%,NR,75.21%,NR,NR
5788,Terrance Henry,Ole Miss,2011,Big,78.08%,46.63%,90.25%,57.52%,79.31%,0.00%,NR,93.13%,NR,NR
5809,Marquis Young,Chicago State,2009,Big,16.78%,77.70%,89.41%,73.25%,NR,0.00%,NR,86.96%,NR,NR
5841,Romero Osby,Mississippi State,2009,Big,51.76%,42.58%,47.53%,42.52%,38.07%,46.62%,NR,51.89%,NR,NR
5841,Romero Osby,Oklahoma,2011,Big,88.16%,43.12%,72.04%,68.13%,79.26%,91.55%,NR,31.06%,NR,NR
5841,Romero Osby,Oklahoma,2012,Big,90.26%,43.46%,64.86%,68.83%,40.00%,69.57%,NR,75.21%,NR,NR
5845,Wendell Lewis,Mississippi State,2009,Big,16.78%,67.17%,10.68%,10.23%,NR,0.00%,NR,0.00%,NR,NR
5845,Wendell Lewis,Mississippi State,2010,Big,67.40%,41.53%,36.86%,47.01%,NR,46.62%,NR,75.21%,NR,NR
5845,Wendell Lewis,Mississippi State,2011,Big,59.74%,45.90%,72.42%,28.92%,NR,69.57%,NR,31.06%,NR,NR
5845,Wendell Lewis,Mississippi State,2012,Big,42.00%,23.00%,62.89%,81.97%,NR,0.00%,NR,31.06%,NR,NR
5845,Wendell Lewis,Alabama State,2014,Big,88.16%,40.58%,87.29%,38.75%,NR,46.62%,NR,51.89%,NR,NR
5877,Johndre Jefferson,South Carolina,2009,Big,30.50%,49.60%,16.75%,5.27%,NR,46.62%,NR,0.00%,NR,NR
5877,Johndre Jefferson,South Carolina,2010,Big,16.78%,56.32%,36.86%,99.96%,NR,46.62%,NR,31.06%,NR,NR
5882,Sam Muldrow,South Carolina,2009,Big,78.08%,28.93%,51.38%,68.61%,43.42%,99.44%,NR,75.21%,NR,NR
5882,Sam Muldrow,South Carolina,2010,Big,30.50%,72.73%,62.89%,65.77%,34.90%,91.55%,NR,51.89%,NR,NR
5885,Mitchell Carter,Milwaukee,2010,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
5911,Brian Williams,Tennessee,2009,Big,67.40%,55.36%,41.45%,88.76%,NR,46.62%,NR,82.37%,NR,NR
5911,Brian Williams,Tennessee,2010,Big,85.38%,45.48%,84.11%,75.62%,NR,80.97%,NR,82.37%,NR,NR
5916,Kenny Hall,Tennessee,2009,Big,59.74%,43.01%,3.26%,38.75%,NR,91.55%,NR,51.89%,NR,NR
5916,Kenny Hall,Tennessee,2010,Big,0.00%,100.00%,91.71%,NR,NR,46.62%,NR,31.06%,NR,NR
5916,Kenny Hall,Tennessee,2011,Big,30.50%,76.24%,5.56%,66.82%,NR,87.18%,NR,31.06%,NR,NR
5916,Kenny Hall,Tennessee,2012,Big,51.76%,58.06%,58.20%,37.74%,NR,69.57%,NR,0.00%,NR,NR
5924,Philip Jurick,Oklahoma State,2011,Big,0.00%,100.00%,94.82%,NR,NR,0.00%,NR,31.06%,NR,NR
5924,Philip Jurick,Oklahoma State,2012,Big,30.50%,72.46%,89.41%,65.77%,NR,46.62%,NR,51.89%,NR,NR
5962,Festus Ezeli,Vanderbilt,2009,Big,16.78%,78.47%,9.56%,72.28%,NR,80.97%,NR,0.00%,NR,NR
5962,Festus Ezeli,Vanderbilt,2010,Big,88.16%,40.13%,39.50%,41.07%,NR,87.18%,NR,75.21%,NR,NR
5962,Festus Ezeli,Vanderbilt,2011,Big,78.08%,50.23%,62.89%,55.37%,NR,69.57%,NR,31.06%,NR,NR
5967,Steve Tchiengang,Vanderbilt,2009,Big,30.50%,62.22%,92.10%,42.52%,NR,0.00%,NR,51.89%,NR,NR
5967,Steve Tchiengang,Vanderbilt,2010,Big,16.78%,74.43%,62.89%,11.64%,50.99%,0.00%,NR,31.06%,NR,NR
5967,Steve Tchiengang,Vanderbilt,2011,Big,30.50%,71.76%,27.64%,94.81%,81.49%,0.00%,NR,51.89%,NR,NR
6049,Kene Obi,DePaul,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6050,Krys Faber,DePaul,2009,Big,67.40%,11.76%,49.89%,65.77%,NR,0.00%,NR,31.06%,NR,NR
6050,Krys Faber,DePaul,2010,Big,59.74%,59.55%,50.19%,76.71%,NR,46.62%,NR,82.37%,NR,NR
6050,Krys Faber,DePaul,2011,Big,30.50%,74.59%,56.04%,36.85%,NR,46.62%,NR,65.27%,NR,NR
6126,Stephan Van Treese,Louisville,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6126,Stephan Van Treese,Louisville,2010,Big,30.50%,74.93%,11.92%,NR,NR,80.97%,NR,0.00%,NR,NR
6126,Stephan Van Treese,Louisville,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6126,Stephan Van Treese,Louisville,2012,Big,0.00%,100.00%,5.05%,NR,NR,69.57%,NR,0.00%,NR,NR
6126,Stephan Van Treese,Louisville,2013,Big,16.78%,78.99%,19.67%,NR,NR,69.57%,NR,51.89%,NR,NR
6137,Jonathan Huffman,Iona,2009,Big,59.74%,28.93%,38.74%,22.32%,56.78%,0.00%,NR,31.06%,NR,NR
6155,Chris Otule,Marquette,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6155,Chris Otule,Marquette,2010,Big,51.76%,67.17%,56.77%,55.37%,NR,87.18%,NR,51.89%,NR,NR
6155,Chris Otule,Marquette,2011,Big,16.78%,63.76%,82.90%,NR,NR,0.00%,NR,0.00%,NR,NR
6155,Chris Otule,Marquette,2012,Big,88.16%,37.36%,28.22%,89.54%,NR,46.62%,NR,51.89%,NR,NR
6155,Chris Otule,Marquette,2013,Big,59.74%,54.84%,62.89%,96.65%,NR,46.62%,NR,75.21%,NR,NR
6165,Yous Mbao,Marquette,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6165,Yous Mbao,Marshall,2011,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6165,Yous Mbao,Marshall,2012,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6165,Yous Mbao,Marshall,2013,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6166,Liam McMorrow,Tennessee Tech,2010,Big,16.78%,77.57%,92.76%,94.81%,NR,46.62%,NR,75.21%,NR,NR
6166,Liam McMorrow,Tennessee Tech,2011,Big,59.74%,40.13%,28.52%,7.87%,NR,46.62%,NR,75.21%,NR,NR
6196,Jack Cooley,Notre Dame,2009,Big,16.78%,59.07%,82.90%,NR,NR,0.00%,NR,31.06%,NR,NR
6196,Jack Cooley,Notre Dame,2010,Big,78.08%,20.60%,64.86%,11.33%,NR,69.57%,NR,65.27%,NR,NR
6196,Jack Cooley,Notre Dame,2011,Big,73.14%,69.64%,84.32%,68.09%,NR,46.62%,NR,99.35%,NR,NR
6196,Jack Cooley,Notre Dame,2012,Big,97.10%,46.74%,58.29%,43.83%,NR,69.57%,NR,96.15%,NR,NR
6199,Mike Broghammer,Notre Dame,2009,Big,0.00%,100.00%,96.18%,NR,NR,0.00%,NR,0.00%,NR,NR
6199,Mike Broghammer,Notre Dame,2010,Big,0.00%,NR,NR,95.91%,NR,0.00%,NR,0.00%,NR,NR
6199,Mike Broghammer,Notre Dame,2011,Big,51.76%,7.59%,5.05%,NR,NR,0.00%,NR,0.00%,NR,NR
6200,Tom Knight,Notre Dame,2010,Big,16.78%,NR,NR,27.02%,NR,46.62%,NR,0.00%,NR,NR
6200,Tom Knight,Notre Dame,2011,Big,42.00%,40.13%,19.12%,38.75%,NR,0.00%,NR,31.06%,NR,NR
6200,Tom Knight,Notre Dame,2012,Big,59.74%,23.61%,36.86%,29.09%,NR,69.57%,NR,0.00%,NR,NR
6200,Tom Knight,Notre Dame,2013,Big,67.40%,28.93%,24.93%,56.19%,NR,46.62%,NR,51.89%,NR,NR
6202,Tim Abromaitis,Notre Dame,2009,Big,85.38%,41.76%,47.53%,83.11%,67.87%,69.57%,NR,65.27%,NR,NR
6202,Tim Abromaitis,Notre Dame,2010,Big,99.58%,3.74%,27.64%,43.24%,68.07%,0.00%,NR,65.27%,NR,NR
6202,Tim Abromaitis,Notre Dame,2011,Big,16.78%,NR,NR,2.74%,9.55%,0.00%,NR,0.00%,NR,NR
6230,Dwight Miller,Pittsburgh,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,31.06%,NR,NR
6230,Dwight Miller,Tennessee,2011,Big,51.76%,11.76%,86.96%,65.77%,NR,0.00%,NR,31.06%,NR,NR
6231,Gary McGhee,Pittsburgh,2009,Big,93.88%,26.96%,70.53%,72.28%,NR,0.00%,NR,51.89%,NR,NR
6231,Gary McGhee,Pittsburgh,2010,Big,92.56%,31.70%,91.71%,49.04%,NR,91.55%,NR,75.21%,NR,NR
6238,Talib Zanna,Pittsburgh,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6238,Talib Zanna,Pittsburgh,2010,Big,59.74%,27.12%,27.64%,96.44%,NR,80.97%,NR,51.89%,NR,NR
6238,Talib Zanna,Pittsburgh,2011,Big,88.16%,35.76%,82.90%,36.85%,NR,46.62%,NR,51.89%,NR,NR
6238,Talib Zanna,Pittsburgh,2012,Big,92.56%,30.66%,88.04%,38.07%,NR,46.62%,NR,75.21%,NR,NR
6238,Talib Zanna,Pittsburgh,2013,Big,96.30%,34.38%,38.74%,70.03%,NR,80.97%,NR,0.00%,NR,NR
6267,Bilal Dixon,Providence,2009,Big,59.74%,62.77%,82.90%,87.85%,NR,69.57%,NR,51.89%,NR,NR
6267,Bilal Dixon,Providence,2010,Big,88.16%,26.69%,83.46%,96.52%,NR,46.62%,NR,98.07%,NR,NR
6267,Bilal Dixon,Providence,2011,Big,42.00%,49.60%,36.86%,39.36%,NR,0.00%,NR,0.00%,NR,NR
6267,Bilal Dixon,Towson,2012,Big,82.00%,41.95%,84.11%,75.62%,NR,0.00%,NR,86.96%,NR,NR
6274,Kadeem Batts,Providence,2010,Big,82.00%,31.38%,17.93%,65.77%,64.70%,0.00%,NR,75.21%,NR,NR
6274,Kadeem Batts,Providence,2011,Big,59.74%,30.50%,49.89%,14.51%,NR,46.62%,NR,65.27%,NR,NR
6274,Kadeem Batts,Providence,2012,Big,96.30%,43.05%,43.84%,37.44%,NR,0.00%,NR,82.37%,NR,NR
6274,Kadeem Batts,Providence,2013,Big,96.30%,27.40%,56.31%,38.35%,81.49%,46.62%,NR,96.15%,NR,NR
6277,Ray Hall,Providence,2009,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6277,Ray Hall,Providence,2010,Big,59.74%,3.85%,56.04%,NR,NR,0.00%,NR,0.00%,NR,NR
6315,Austin Johnson,Rutgers,2009,Big,51.76%,36.86%,36.86%,NR,NR,0.00%,NR,31.06%,NR,NR
6315,Austin Johnson,Rutgers,2010,Big,85.38%,20.77%,47.53%,16.68%,NR,0.00%,NR,0.00%,NR,NR
6315,Austin Johnson,Rutgers,2011,Big,59.74%,43.96%,82.90%,56.76%,NR,0.00%,NR,31.06%,NR,NR
6315,Austin Johnson,Rutgers,2012,Big,73.14%,34.82%,94.82%,65.77%,NR,0.00%,NR,75.21%,NR,NR
6316,Brian Okam,Rutgers,2009,Big,16.78%,NR,NR,NR,NR,0.00%,NR,31.06%,NR,NR
6316,Brian Okam,Appalachian State,2011,Big,16.78%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6316,Brian Okam,Appalachian State,2012,Big,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
6319,Gregory Echenique,Rutgers,2009,Big,30.50%,68.96%,36.86%,NR,NR,0.00%,NR,51.89%,NR,NR
6319,Gregory Echenique,Creighton,2010,Big,30.50%,79.25%,36.86%,76.14%,NR,80.97%,NR,51.89%,NR,NR
