GMID,Name,School,Year,Position,BS2P,PerRimABlkd,PerRimMissesRbded,Per2PJMissesRbded,Per3PMissesRbded,DunkedPutbacks,PerPBDunked,PutbacksOwn,PerS2APB,PerL2PAPB
12208,Stephen Hall,Jacksonville State,2010,Wing,78.51%,59.79%,79.52%,21.63%,NR,0.00%,NR,55.19%,NR,NR
12208,Stephen Hall,Jacksonville State,2011,Wing,82.31%,8.94%,39.50%,13.09%,57.27%,78.53%,NR,55.19%,NR,NR
12209,Trenton Marshall,Jacksonville State,2009,Wing,54.99%,69.92%,41.77%,70.28%,54.26%,0.00%,NR,93.27%,NR,NR
12210,Brandon Crawford,Coastal Carolina,2010,Wing,73.79%,24.36%,79.52%,22.24%,16.95%,58.11%,NR,55.19%,NR,NR
12210,Brandon Crawford,Coastal Carolina,2011,Wing,37.84%,8.41%,93.79%,31.29%,NR,0.00%,NR,0.00%,NR,NR
12211,Brylle Kamen,San Jose State,2010,Wing,68.58%,11.34%,41.77%,17.19%,NR,0.00%,NR,0.00%,NR,NR
12214,Geddes Robinson,Utah Valley,2010,Wing,82.31%,35.56%,61.98%,64.46%,NR,0.00%,NR,69.60%,NR,NR
12214,Geddes Robinson,Utah Valley,2011,Wing,99.07%,31.33%,54.78%,79.92%,NR,0.00%,NR,95.46%,NR,NR
12266,David Terrell,Morehead State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,33.98%,NR,NR
12267,Demonte Harper,Morehead State,2009,Wing,90.47%,20.90%,22.00%,61.01%,87.80%,0.00%,NR,33.98%,NR,NR
12267,Demonte Harper,Morehead State,2010,Wing,90.47%,55.07%,89.49%,89.04%,76.75%,0.00%,NR,78.63%,NR,NR
12268,Jamel Marshall,Morehead State,2009,Wing,27.50%,10.51%,89.44%,NR,NR,0.00%,NR,0.00%,NR,NR
12269,Jason Beharie,Morehead State,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12272,Maze Stallworth,Morehead State,2009,Wing,90.47%,10.80%,59.88%,61.01%,73.02%,0.00%,NR,85.41%,NR,NR
12275,Steve Peterson,Morehead State,2009,Wing,73.79%,35.73%,45.94%,89.69%,39.68%,78.53%,NR,33.98%,NR,NR
12299,Stan Januska,North Florida,2009,Wing,37.84%,24.84%,20.43%,11.72%,16.95%,0.00%,NR,0.00%,NR,NR
12329,Garrett Leffelman,Brown,2009,Wing,46.96%,29.42%,31.52%,43.98%,12.40%,0.00%,NR,0.00%,NR,NR
12329,Garrett Leffelman,Brown,2010,Wing,82.31%,11.27%,32.37%,3.68%,71.46%,0.00%,NR,33.98%,NR,NR
12332,Matt Sullivan,Brown,2009,Wing,46.96%,35.36%,80.85%,11.05%,8.74%,0.00%,NR,33.98%,NR,NR
12332,Matt Sullivan,Brown,2010,Wing,46.96%,18.20%,1.41%,5.63%,28.23%,0.00%,NR,0.00%,NR,NR
12332,Matt Sullivan,Brown,2011,Wing,68.58%,20.77%,24.19%,48.84%,11.78%,0.00%,NR,0.00%,NR,NR
12332,Matt Sullivan,Brown,2012,Wing,54.99%,69.84%,70.11%,74.18%,56.93%,0.00%,NR,33.98%,NR,NR
12336,Tucker Halpern,Brown,2009,Wing,68.58%,13.86%,20.94%,32.28%,23.85%,0.00%,NR,0.00%,NR,NR
12336,Tucker Halpern,Brown,2010,Wing,62.05%,39.94%,58.00%,8.66%,38.88%,0.00%,NR,55.19%,NR,NR
12336,Tucker Halpern,Brown,2012,Wing,15.23%,70.98%,8.02%,43.98%,24.59%,0.00%,NR,0.00%,NR,NR
12337,Tyler Ponticelli,Brown,2010,Wing,15.23%,70.98%,89.44%,NR,NR,0.00%,NR,33.98%,NR,NR
12337,Tyler Ponticelli,Brown,2011,Wing,88.11%,11.88%,31.52%,80.54%,NR,0.00%,NR,0.00%,NR,NR
12337,Tyler Ponticelli,Brown,2012,Wing,62.05%,22.43%,9.28%,NR,NR,0.00%,NR,0.00%,NR,NR
12343,Peter Sullivan,Brown,2009,Wing,97.09%,8.98%,32.11%,31.29%,26.51%,0.00%,NR,0.00%,NR,NR
12343,Peter Sullivan,Brown,2010,Wing,98.07%,4.25%,17.97%,46.27%,14.43%,0.00%,NR,33.98%,NR,NR
12347,Jelani Floyd,UC Davis,2009,Wing,46.96%,14.93%,58.00%,21.90%,38.88%,0.00%,NR,33.98%,NR,NR
12347,Jelani Floyd,Florida Atlantic,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12384,Blaise Staab,Columbia,2011,Wing,62.05%,47.90%,41.77%,6.09%,NR,0.00%,NR,69.60%,NR,NR
12388,Issa Mase,Columbia,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12389,John Daniels,Columbia,2009,Wing,46.96%,21.85%,4.20%,23.28%,NR,58.11%,NR,0.00%,NR,NR
12389,John Daniels,Columbia,2010,Wing,15.23%,77.02%,12.81%,86.08%,NR,0.00%,NR,0.00%,NR,NR
12389,John Daniels,Columbia,2011,Wing,46.96%,38.32%,67.37%,53.02%,NR,0.00%,NR,0.00%,NR,NR
12389,John Daniels,Columbia,2012,Wing,27.50%,70.98%,58.00%,2.78%,NR,58.11%,NR,0.00%,NR,NR
12392,Matt Johnson,Columbia,2009,Wing,15.23%,NR,NR,NR,77.66%,0.00%,NR,0.00%,NR,NR
12392,Matt Johnson,Columbia,2010,Wing,0.00%,NR,NR,NR,56.24%,0.00%,NR,0.00%,NR,NR
12392,Matt Johnson,Columbia,2011,Wing,0.00%,NR,NR,NR,4.72%,0.00%,NR,0.00%,NR,NR
12393,Niko Scott,Columbia,2009,Wing,37.84%,35.36%,44.03%,41.84%,82.37%,0.00%,NR,0.00%,NR,NR
12442,Adam Wire,Cornell,2009,Wing,54.99%,21.56%,44.03%,NR,NR,0.00%,NR,33.98%,NR,NR
12442,Adam Wire,Cornell,2010,Wing,37.84%,53.18%,58.00%,17.19%,30.45%,0.00%,NR,33.98%,NR,NR
12445,Andre Wilkins,Cornell,2009,Wing,0.00%,NR,NR,61.01%,NR,0.00%,NR,33.98%,NR,NR
12446,Anthony Gatlin,Cornell,2010,Wing,15.23%,NR,NR,61.01%,NR,0.00%,NR,0.00%,NR,NR
12446,Anthony Gatlin,Cornell,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12449,Errick Peck,Cornell,2009,Wing,46.96%,32.86%,34.99%,72.15%,70.86%,0.00%,NR,78.63%,NR,NR
12449,Errick Peck,Cornell,2010,Wing,90.47%,18.98%,54.78%,17.24%,10.55%,0.00%,NR,95.46%,NR,NR
12449,Errick Peck,Cornell,2012,Wing,97.09%,8.41%,21.04%,50.49%,81.02%,0.00%,NR,78.63%,NR,NR
12449,Errick Peck,Purdue,2013,Wing,27.50%,72.96%,8.02%,79.28%,22.28%,0.00%,NR,33.98%,NR,NR
12450,Geoff Reeves,Cornell,2009,Wing,0.00%,100.00%,79.52%,17.19%,60.44%,0.00%,NR,0.00%,NR,NR
12456,Peter McMillan,Cornell,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12456,Peter McMillan,Cornell,2010,Wing,0.00%,NR,NR,NR,38.88%,0.00%,NR,0.00%,NR,NR
12456,Peter McMillan,Cornell,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12456,Peter McMillan,Cornell,2012,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12492,Herve Kouna,Dartmouth,2009,Wing,0.00%,NR,NR,23.28%,NR,0.00%,NR,0.00%,NR,NR
12496,Josh Riddle,Dartmouth,2009,Wing,37.84%,24.84%,3.57%,26.30%,70.86%,58.11%,NR,0.00%,NR,NR
12497,Kirk Crecco,Dartmouth,2009,Wing,37.84%,NR,NR,87.46%,85.78%,0.00%,NR,33.98%,NR,NR
12497,Kirk Crecco,Dartmouth,2010,Wing,62.05%,14.33%,22.63%,78.90%,43.75%,0.00%,NR,0.00%,NR,NR
12497,Kirk Crecco,Dartmouth,2011,Wing,37.84%,30.06%,44.03%,36.95%,5.38%,0.00%,NR,33.98%,NR,NR
12500,Mbiyimoh Ghogomu,Dartmouth,2009,Wing,37.84%,15.58%,50.09%,14.01%,NR,0.00%,NR,33.98%,NR,NR
12500,Mbiyimoh Ghogomu,Dartmouth,2010,Wing,27.50%,NR,NR,3.59%,NR,0.00%,NR,0.00%,NR,NR
12501,R.J. Griffin,Dartmouth,2009,Wing,27.50%,13.86%,3.57%,67.47%,78.54%,0.00%,NR,0.00%,NR,NR
12501,R.J. Griffin,Dartmouth,2010,Wing,78.51%,5.98%,79.52%,31.29%,49.15%,0.00%,NR,33.98%,NR,NR
12501,R.J. Griffin,Dartmouth,2011,Wing,62.05%,13.86%,68.00%,49.26%,81.51%,0.00%,NR,0.00%,NR,NR
12544,Christian Webster,Harvard,2009,Wing,62.05%,11.88%,83.10%,64.46%,40.36%,0.00%,NR,55.19%,NR,NR
12544,Christian Webster,Harvard,2010,Wing,68.58%,11.99%,31.52%,88.11%,33.86%,0.00%,NR,0.00%,NR,NR
12544,Christian Webster,Harvard,2011,Wing,54.99%,8.41%,93.79%,31.29%,26.49%,0.00%,NR,33.98%,NR,NR
12544,Christian Webster,Harvard,2012,Wing,54.99%,10.78%,36.19%,10.77%,63.25%,0.00%,NR,0.00%,NR,NR
12546,Dee Giger,Harvard,2009,Wing,27.50%,57.82%,31.52%,72.15%,29.04%,0.00%,NR,33.98%,NR,NR
12546,Dee Giger,Harvard,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12546,Dee Giger,Harvard,2011,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12546,Dee Giger,Harvard,2013,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,33.98%,NR,NR
12549,Jeff Georgatos,Harvard,2009,Wing,37.84%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12549,Jeff Georgatos,Harvard,2010,Wing,27.50%,23.81%,79.52%,98.06%,NR,0.00%,NR,0.00%,NR,NR
12549,Jeff Georgatos,Harvard,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12551,Kyle Casey,Harvard,2009,Wing,93.95%,14.58%,15.72%,89.29%,30.45%,78.53%,NR,55.19%,NR,NR
12551,Kyle Casey,Harvard,2010,Wing,68.58%,50.35%,79.52%,14.47%,74.06%,78.53%,NR,0.00%,NR,NR
12551,Kyle Casey,Harvard,2011,Wing,88.11%,36.56%,50.61%,52.33%,16.95%,58.11%,NR,90.18%,NR,NR
12551,Kyle Casey,Harvard,2013,Wing,95.21%,30.22%,24.80%,41.98%,61.51%,78.53%,NR,78.63%,NR,NR
12552,Max Kenyi,Harvard,2009,Wing,62.05%,2.30%,83.85%,86.08%,46.05%,0.00%,NR,0.00%,NR,NR
12553,Oliver McNally,Harvard,2009,Wing,46.96%,25.35%,20.43%,8.34%,46.39%,0.00%,NR,0.00%,NR,NR
12553,Oliver McNally,Harvard,2010,Wing,46.96%,60.17%,51.11%,2.52%,38.88%,0.00%,NR,0.00%,NR,NR
12553,Oliver McNally,Harvard,2011,Wing,54.99%,28.99%,31.52%,78.90%,53.19%,0.00%,NR,0.00%,NR,NR
12554,Pat Magnarelli,Harvard,2009,Wing,54.99%,61.57%,79.52%,7.56%,NR,0.00%,NR,69.60%,NR,NR
12594,Brian Fitzpatrick,Pennsylvania,2009,Wing,46.96%,9.19%,0.54%,46.27%,NR,0.00%,NR,0.00%,NR,NR
12594,Brian Fitzpatrick,Bucknell,2011,Wing,68.58%,31.58%,79.52%,68.87%,NR,0.00%,NR,69.60%,NR,NR
12594,Brian Fitzpatrick,Bucknell,2012,Wing,85.44%,0.60%,34.03%,17.19%,NR,0.00%,NR,55.19%,NR,NR
12594,Brian Fitzpatrick,Bucknell,2013,Wing,90.47%,41.93%,15.90%,43.07%,14.33%,0.00%,NR,69.60%,NR,NR
12596,Conor Turley,Pennsylvania,2010,Wing,62.05%,49.61%,13.11%,81.43%,NR,0.00%,NR,33.98%,NR,NR
12597,Dan Monckton,Pennsylvania,2009,Wing,54.99%,60.54%,61.98%,83.95%,31.71%,58.11%,NR,69.60%,NR,NR
12597,Dan Monckton,Tulane,2011,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12598,Darren Smith,Pennsylvania,2009,Wing,46.96%,9.19%,50.09%,44.53%,51.63%,0.00%,NR,33.98%,NR,NR
12598,Darren Smith,Pennsylvania,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12600,Jack Eggleston,Pennsylvania,2009,Wing,93.95%,18.70%,50.09%,14.55%,77.96%,0.00%,NR,85.41%,NR,NR
12600,Jack Eggleston,Pennsylvania,2010,Wing,92.21%,25.99%,23.23%,19.73%,6.90%,0.00%,NR,0.00%,NR,NR
12602,Larry Loughery,Pennsylvania,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12602,Larry Loughery,Pennsylvania,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12605,Rob Belcore,Pennsylvania,2009,Wing,54.99%,22.72%,50.09%,48.58%,88.95%,0.00%,NR,33.98%,NR,NR
12605,Rob Belcore,Pennsylvania,2010,Wing,15.23%,59.79%,89.44%,NR,46.05%,0.00%,NR,33.98%,NR,NR
12605,Rob Belcore,Pennsylvania,2011,Wing,78.51%,28.44%,58.00%,18.35%,14.50%,0.00%,NR,0.00%,NR,NR
12606,Sean Mullan,Pennsylvania,2009,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12607,Tommy Eggleston,Pennsylvania,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12608,Tyler Bernardini,Pennsylvania,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12608,Tyler Bernardini,Pennsylvania,2010,Wing,68.58%,28.14%,23.65%,19.73%,61.51%,0.00%,NR,78.63%,NR,NR
12608,Tyler Bernardini,Pennsylvania,2011,Wing,68.58%,39.37%,42.39%,47.31%,53.99%,0.00%,NR,55.19%,NR,NR
12610,Zach Gordon,Pennsylvania,2009,Wing,27.50%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12610,Zach Gordon,Pennsylvania,2010,Wing,15.23%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12646,Bobby Foley,Princeton,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12646,Bobby Foley,Princeton,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12648,Dan Mavraides,Princeton,2009,Wing,82.31%,31.32%,41.77%,70.11%,56.27%,0.00%,NR,78.63%,NR,NR
12648,Dan Mavraides,Princeton,2010,Wing,90.47%,21.26%,62.42%,86.80%,49.25%,0.00%,NR,85.41%,NR,NR
12651,Ian Hummer,Princeton,2009,Wing,85.44%,39.41%,23.65%,17.19%,NR,0.00%,NR,55.19%,NR,NR
12651,Ian Hummer,Princeton,2010,Wing,99.23%,32.99%,45.11%,47.70%,NR,0.00%,NR,69.60%,NR,NR
12651,Ian Hummer,Princeton,2011,Wing,98.79%,36.62%,43.08%,33.65%,18.03%,58.11%,NR,90.18%,NR,NR
12651,Ian Hummer,Princeton,2012,Wing,95.21%,50.90%,42.40%,19.87%,91.52%,0.00%,NR,85.41%,NR,NR
12653,John Comfort,Princeton,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12653,John Comfort,Princeton,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12653,John Comfort,Princeton,2011,Wing,0.00%,NR,NR,NR,51.40%,0.00%,NR,0.00%,NR,NR
12655,Mack Darrow,Princeton,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12655,Mack Darrow,Princeton,2010,Wing,37.84%,45.02%,8.73%,78.90%,60.90%,0.00%,NR,33.98%,NR,NR
12655,Mack Darrow,Princeton,2011,Wing,54.99%,45.57%,0.89%,13.47%,11.63%,0.00%,NR,0.00%,NR,NR
12655,Mack Darrow,Princeton,2012,Wing,0.00%,100.00%,41.77%,NR,81.36%,0.00%,NR,0.00%,NR,NR
12657,Nick Lake,Princeton,2009,Wing,0.00%,NR,NR,NR,80.49%,0.00%,NR,0.00%,NR,NR
12658,Patrick Saunders,Princeton,2009,Wing,0.00%,100.00%,8.02%,74.03%,29.39%,0.00%,NR,0.00%,NR,NR
12658,Patrick Saunders,Princeton,2010,Wing,46.96%,42.76%,50.09%,94.94%,14.57%,0.00%,NR,33.98%,NR,NR
12658,Patrick Saunders,Princeton,2011,Wing,46.96%,42.76%,38.16%,83.95%,28.02%,0.00%,NR,55.19%,NR,NR
12706,Brian Katz,Yale,2009,Wing,27.50%,NR,NR,NR,56.24%,0.00%,NR,0.00%,NR,NR
12706,Brian Katz,Yale,2010,Wing,0.00%,NR,NR,NR,77.66%,0.00%,NR,0.00%,NR,NR
12708,Jordan Gibson,Yale,2009,Wing,54.99%,54.84%,69.20%,78.90%,80.49%,0.00%,NR,85.41%,NR,NR
12710,Michael Sands,Yale,2009,Wing,98.07%,14.58%,55.26%,83.95%,NR,0.00%,NR,96.88%,NR,NR
12713,Raffi Mantilla,Yale,2009,Wing,15.23%,52.17%,0.00%,NR,46.05%,0.00%,NR,0.00%,NR,NR
12713,Raffi Mantilla,Yale,2010,Wing,15.23%,NR,NR,NR,38.88%,0.00%,NR,0.00%,NR,NR
12714,Reggie Willhite,Yale,2009,Wing,27.50%,72.34%,15.72%,39.06%,NR,0.00%,NR,55.19%,NR,NR
12714,Reggie Willhite,Yale,2010,Wing,73.79%,49.61%,35.20%,61.47%,52.45%,0.00%,NR,69.60%,NR,NR
12714,Reggie Willhite,Yale,2011,Wing,68.58%,60.21%,79.52%,65.32%,75.97%,58.11%,NR,78.63%,NR,NR
12716,Sam Martin,Yale,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12716,Sam Martin,Yale,2010,Wing,0.00%,NR,NR,NR,38.88%,0.00%,NR,0.00%,NR,NR
12716,Sam Martin,Yale,2011,Wing,0.00%,NR,NR,NR,42.79%,0.00%,NR,0.00%,NR,NR
12716,Sam Martin,Yale,2012,Wing,46.96%,2.69%,8.02%,78.90%,78.54%,0.00%,NR,0.00%,NR,NR
12756,Jon Harris,Miami (OH),2010,Wing,15.23%,56.34%,93.79%,NR,30.45%,0.00%,NR,0.00%,NR,NR
12756,Jon Harris,Miami (OH),2011,Wing,27.50%,56.34%,8.02%,33.65%,19.14%,58.11%,NR,55.19%,NR,NR
12756,Jon Harris,Miami (OH),2012,Wing,46.96%,47.55%,64.33%,74.03%,40.29%,0.00%,NR,69.60%,NR,NR
12756,Jon Harris,Cleveland State,2013,Wing,27.50%,78.31%,18.98%,44.53%,16.11%,94.03%,NR,69.60%,NR,NR
12758,David Swartz,Centenary,2009,Wing,27.50%,31.32%,2.26%,7.56%,16.95%,0.00%,NR,0.00%,NR,NR
12760,Jeron Trotman,Centenary,2009,Wing,27.50%,74.42%,44.03%,NR,NR,0.00%,NR,55.19%,NR,NR
12760,Jeron Trotman,Centenary,2010,Wing,97.09%,15.99%,44.46%,84.92%,16.95%,0.00%,NR,90.18%,NR,NR
12760,Jeron Trotman,New Hampshire,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,33.98%,NR,NR
12760,Jeron Trotman,New Hampshire,2012,Wing,27.50%,35.36%,89.44%,NR,NR,58.11%,NR,33.98%,NR,NR
12761,Jerrald Bonham,Centenary,2009,Wing,82.31%,35.36%,50.09%,86.08%,4.99%,0.00%,NR,78.63%,NR,NR
12763,Matt Marseille,Centenary,2009,Wing,54.99%,48.91%,8.73%,61.01%,10.61%,0.00%,NR,33.98%,NR,NR
12763,Matt Marseille,Tennessee Tech,2010,Wing,54.99%,18.45%,65.81%,95.41%,NR,0.00%,NR,55.19%,NR,NR
12763,Matt Marseille,Tennessee Tech,2012,Wing,46.96%,29.42%,53.83%,78.90%,73.53%,0.00%,NR,33.98%,NR,NR
12763,Matt Marseille,Tennessee Tech,2013,Wing,68.58%,8.66%,68.54%,31.29%,NR,0.00%,NR,55.19%,NR,NR
12764,Matt Nichenko,Centenary,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12764,Matt Nichenko,Centenary,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12768,Travis Sims,Centenary,2009,Wing,15.23%,NR,NR,NR,70.86%,0.00%,NR,0.00%,NR,NR
12768,Travis Sims,Centenary,2010,Wing,37.84%,17.71%,89.44%,21.48%,5.00%,0.00%,NR,0.00%,NR,NR
12827,Antwone Snead,Fort Wayne,2009,Wing,78.51%,40.21%,36.19%,23.28%,NR,0.00%,NR,78.63%,NR,NR
12830,Ethan Peabody,Fort Wayne,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12833,John Peckinpaugh,Fort Wayne,2009,Wing,27.50%,53.88%,36.19%,36.95%,11.55%,0.00%,NR,0.00%,NR,NR
12833,John Peckinpaugh,Fort Wayne,2010,Wing,68.58%,10.64%,39.11%,2.78%,82.88%,0.00%,NR,33.98%,NR,NR
12833,John Peckinpaugh,Fort Wayne,2011,Wing,68.58%,13.86%,41.77%,46.27%,38.88%,0.00%,NR,33.98%,NR,NR
12835,Oleg Kovalov,Fort Wayne,2009,Wing,0.00%,NR,NR,36.95%,22.28%,0.00%,NR,33.98%,NR,NR
12835,Oleg Kovalov,Fort Wayne,2010,Wing,0.00%,100.00%,58.00%,72.15%,46.86%,0.00%,NR,0.00%,NR,NR
12844,Terry Bembry,Houston Baptist,2010,Wing,68.58%,66.26%,23.65%,79.22%,NR,0.00%,NR,90.18%,NR,NR
12844,Terry Bembry,Houston Baptist,2011,Wing,54.99%,67.27%,58.60%,42.24%,NR,0.00%,NR,93.27%,NR,NR
12887,Anthony Williams,IUPUI,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12887,Anthony Williams,IUPUI,2010,Wing,15.23%,62.68%,0.00%,NR,NR,0.00%,NR,0.00%,NR,NR
12888,Billy Pettiford,IUPUI,2009,Wing,73.79%,30.22%,31.52%,62.83%,NR,0.00%,NR,33.98%,NR,NR
12889,Christian Siakam,IUPUI,2009,Wing,15.23%,69.84%,84.95%,41.84%,NR,0.00%,NR,33.98%,NR,NR
12889,Christian Siakam,IUPUI,2010,Wing,73.79%,72.04%,38.16%,61.01%,NR,0.00%,NR,85.41%,NR,NR
12889,Christian Siakam,IUPUI,2011,Wing,46.96%,77.03%,39.83%,33.14%,NR,0.00%,NR,69.60%,NR,NR
12893,Jon Avery,IUPUI,2009,Wing,88.11%,45.94%,54.22%,84.56%,NR,78.53%,NR,98.48%,NR,NR
12894,LeRoy Nobles,IUPUI,2009,Wing,73.79%,56.84%,22.00%,21.90%,51.53%,0.00%,NR,33.98%,NR,NR
12894,LeRoy Nobles,IUPUI,2010,Wing,95.21%,24.88%,81.33%,52.33%,56.24%,0.00%,NR,55.19%,NR,NR
12895,Nick Kitcoff,IUPUI,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12895,Nick Kitcoff,IUPUI,2011,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12895,Nick Kitcoff,IUPUI,2012,Wing,0.00%,NR,NR,NR,74.06%,0.00%,NR,0.00%,NR,NR
12903,Jason Smeathers,Fort Wayne,2010,Wing,0.00%,NR,NR,41.84%,18.98%,0.00%,NR,33.98%,NR,NR
12903,Jason Smeathers,Fort Wayne,2011,Wing,27.50%,NR,NR,8.34%,4.52%,0.00%,NR,0.00%,NR,NR
12943,Dejuan Flowers,North Dakota State,2009,Wing,27.50%,59.79%,79.52%,94.94%,NR,58.11%,NR,33.98%,NR,NR
12944,Eric Carlson,North Dakota State,2009,Wing,99.85%,17.35%,31.71%,54.57%,NR,0.00%,NR,69.60%,NR,NR
12944,Eric Carlson,North Dakota State,2010,Wing,95.21%,31.90%,66.14%,68.98%,NR,0.00%,NR,78.63%,NR,NR
12944,Eric Carlson,North Dakota State,2011,Wing,46.96%,36.56%,83.10%,23.28%,NR,0.00%,NR,55.19%,NR,NR
12945,Freddy Coleman,North Dakota State,2010,Wing,88.11%,22.43%,31.82%,70.11%,61.77%,0.00%,NR,33.98%,NR,NR
12946,Jordan Aaberg,North Dakota State,2009,Wing,37.84%,41.84%,79.52%,86.08%,NR,0.00%,NR,55.19%,NR,NR
12946,Jordan Aaberg,North Dakota State,2011,Wing,37.84%,53.18%,0.00%,6.09%,NR,0.00%,NR,33.98%,NR,NR
12946,Jordan Aaberg,North Dakota State,2012,Wing,37.84%,30.06%,79.52%,81.43%,NR,0.00%,NR,33.98%,NR,NR
12946,Jordan Aaberg,North Dakota State,2013,Wing,15.23%,77.47%,3.57%,21.48%,NR,0.00%,NR,0.00%,NR,NR
12947,Josh Vaughan,North Dakota State,2009,Wing,96.25%,4.54%,64.98%,82.23%,54.48%,0.00%,NR,69.60%,NR,NR
12948,Michael Tveidt,North Dakota State,2009,Wing,68.58%,47.79%,67.37%,34.87%,23.70%,0.00%,NR,33.98%,NR,NR
12948,Michael Tveidt,North Dakota State,2010,Wing,0.00%,100.00%,31.52%,63.29%,60.44%,0.00%,NR,0.00%,NR,NR
12978,Drew Maynard,Oakland,2009,Wing,37.84%,70.06%,79.52%,NR,25.38%,58.11%,NR,33.98%,NR,NR
12978,Drew Maynard,Oakland,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
12979,Drew Valentine,Oakland,2009,Wing,54.99%,4.25%,83.85%,NR,82.88%,0.00%,NR,0.00%,NR,NR
12979,Drew Valentine,Oakland,2010,Wing,46.96%,72.46%,86.64%,80.54%,90.81%,0.00%,NR,69.60%,NR,NR
12979,Drew Valentine,Oakland,2011,Wing,85.44%,52.51%,41.77%,33.00%,38.88%,0.00%,NR,55.19%,NR,NR
12979,Drew Valentine,Oakland,2012,Wing,78.51%,60.41%,58.22%,78.90%,39.89%,58.11%,NR,78.63%,NR,NR
12981,Jay Thames,Oakland,2009,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13022,Dominique Morrison,Oral Roberts,2009,Wing,78.51%,43.30%,54.78%,76.10%,90.69%,0.00%,NR,90.18%,NR,NR
13022,Dominique Morrison,Oral Roberts,2010,Wing,78.51%,52.32%,63.15%,67.86%,79.21%,0.00%,NR,96.88%,NR,NR
13022,Dominique Morrison,Oral Roberts,2011,Wing,54.99%,65.02%,85.47%,50.11%,81.69%,0.00%,NR,69.60%,NR,NR
13027,Kyron Stokes,Oral Roberts,2009,Wing,68.58%,10.64%,84.95%,51.06%,22.60%,0.00%,NR,55.19%,NR,NR
13027,Kyron Stokes,Oral Roberts,2010,Wing,15.23%,NR,NR,NR,70.86%,0.00%,NR,0.00%,NR,NR
13028,Michael Craion,Oral Roberts,2009,Wing,99.68%,31.48%,45.97%,62.95%,38.88%,58.11%,NR,69.60%,NR,NR
13028,Michael Craion,Oral Roberts,2010,Wing,0.00%,NR,NR,NR,NR,0.00%,NR,0.00%,NR,NR
13028,Michael Craion,Oral Roberts,2011,Wing,93.95%,52.41%,50.19%,50.40%,NR,0.00%,NR,78.63%,NR,NR
13033,Warren Niles,Oral Roberts,2009,Wing,93.95%,25.64%,52.42%,54.15%,46.05%,0.00%,NR,33.98%,NR,NR
13033,Warren Niles,Oral Roberts,2010,Wing,90.47%,16.83%,86.64%,85.26%,78.60%,0.00%,NR,69.60%,NR,NR
