GMID,Name,School,Year,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
104925,Josh Carlton,Connecticut,2017,23,4,18,1,2,11,1,0,1,0,0
104926,Kobe King,Wisconsin,2017,2,0,2,0,0,2,0,0,0,0,0
104929,Elijah Landrum,Southern Methodist,2017,3,1,2,0,1,2,0,1,5,0,1
104930,Collin Sexton,Alabama,2017,3,0,3,0,0,2,0,0,1,0,3
104930,Collin Sexton,Alabama,2017,3,0,3,0,0,2,0,0,1,0,3
104934,Jose Alvarado,Georgia Tech,2017,2,0,1,1,0,1,1,0,0,0,5
104936,Nate Watson,Providence,2017,26,9,17,0,4,5,0,0,5,0,1
104937,Tyler Polley,Connecticut,2017,4,1,3,0,1,2,0,0,0,0,0
104944,Brian Rodriguez,Radford,2016,0,0,0,0,0,0,0,0,0,0,0
105345,Dhamir Cosby-Roundtree,Villanova,2017,10,3,7,0,3,5,0,1,3,0,0
105346,Myles Cale,Seton Hall,2017,5,1,4,0,1,2,0,0,4,0,3
105348,Chaundee Brown,Wake Forest,2017,5,1,3,1,0,2,1,2,2,0,1
105350,Trent Frazier,Illinois,2017,1,1,0,0,0,0,0,2,5,0,15
105352,Luke Garza,Iowa,2017,32,17,14,1,12,8,1,0,2,0,0
105353,Wyatt Wilkes,Florida State,2017,2,0,1,1,0,1,0,0,1,0,0
105357,Josh Anderson,Western Kentucky,2017,7,2,5,0,2,4,0,0,1,0,4
105359,Owen Hamilton,Northern Illinois,2017,3,0,2,0,0,1,0,0,2,0,0
105361,Sean Mobley,VCU,2017,3,2,1,0,2,1,0,1,3,0,1
105363,Herb Jones,Alabama,2017,22,11,8,3,6,4,0,1,2,0,5
105363,Herb Jones,Alabama,2017,22,11,8,3,6,4,0,1,2,0,5
105364,Jamir Moultrie,La Salle,2017,0,0,0,0,0,0,0,0,0,0,1
105365,Jaron Faulds,Columbia,2017,26,5,21,0,4,11,0,0,5,0,0
105366,Parker Hazen,Valparaiso,2017,1,1,0,0,0,0,0,0,0,0,0
105367,Manny Patterson,Green Bay,2017,22,13,6,1,7,4,1,1,4,0,0
105368,Nick Weatherspoon,Mississippi State,2017,5,0,3,2,0,2,2,1,2,3,9
105369,Makhtar Gueye,UAB,2017,4,1,3,0,1,1,0,0,3,0,0
105370,Marques Wilson,Lehigh,2017,4,1,2,1,0,1,1,0,2,0,3
105373,Andrew Platek,North Carolina,2017,2,1,1,0,0,1,0,0,1,0,0
105376,Daron Russell,Rhode Island,2017,1,0,0,1,0,0,0,0,1,0,4
105379,Evan Gilyard,UTEP,2017,1,0,0,0,0,0,0,0,1,0,6
105380,Kevion Nolan,Samford,2017,4,1,1,2,0,1,1,0,0,0,0
105381,Najja Hunter,Rice,2017,8,5,3,0,4,1,0,0,0,0,3
105383,Jericho Sims,Texas,2017,18,8,9,0,3,8,0,1,2,0,2
105385,Dave Beatty,South Carolina,2017,2,1,1,0,0,0,0,1,2,0,2
105387,Bol Riek,New Orleans,2017,6,1,5,0,1,2,0,0,0,0,0
105388,Tyler Plummer,Wagner,2017,2,0,2,0,0,0,0,0,0,0,1
105389,Justin Mazzulla,George Washington,2017,3,2,1,0,1,0,0,1,3,0,1
105390,Chris Vogt,Northern Kentucky,2017,4,1,3,0,0,1,0,0,1,0,0
105392,Anthony Gaines,Northwestern,2017,4,2,2,0,2,2,0,1,3,0,2
105393,Larry Owens,Northwestern State,2017,14,0,14,0,0,10,0,0,2,0,0
105408,Courtland Sutton,Southern Methodist,2015,0,0,0,0,0,0,0,0,1,0,0
105409,David Nelson (2),Southern Methodist,2015,0,0,0,0,0,0,0,0,0,0,0
105431,Johnny Jager,Indiana,2017,0,0,0,0,0,0,0,0,0,0,0
105811,Nahziah Carter,Washington,2017,12,4,6,2,2,3,1,0,2,0,11
105812,Zach Gunn,Ball State,2017,8,2,6,0,2,4,0,0,3,0,0
105815,Taylor Funk,Saint Joseph's,2017,13,1,12,0,0,7,0,0,3,0,0
105816,Jaizec Lottie,Little Rock,2017,1,1,0,0,1,0,0,0,4,1,7
105819,J.P. Moorman,Temple,2017,4,0,4,0,0,4,0,3,3,0,1
105826,Marquise Godwin,Old Dominion,2017,1,0,1,0,0,1,0,0,0,0,0
105827,Jesse Little,American University,2017,21,4,16,1,3,11,1,1,5,0,0
105827,Jesse Little,American University,2017,21,4,16,1,3,11,1,1,5,0,0
105831,Corey Kispert,Gonzaga,2017,5,2,2,1,2,2,1,2,2,0,2
105834,Timmy Falls,Montana,2017,2,0,1,1,0,0,0,0,2,0,6
105845,Charles Dent,Chicago State,2015,0,0,0,0,0,0,0,0,0,0,0
105846,Trey Tate,Auburn,2015,0,0,0,0,0,0,0,0,0,0,0
105846,Trey Tate,Auburn,2016,0,0,0,0,0,0,0,0,0,0,0
105857,Chase Miller,Middle Tennessee State,2016,1,1,0,0,0,0,0,0,0,0,0
105857,Chase Miller,Middle Tennessee State,2017,0,0,0,0,0,0,0,0,0,0,0
105865,Brady Schuck,Furman,2016,0,0,0,0,0,0,0,0,0,0,0
105865,Brady Schuck,Furman,2017,0,0,0,0,0,0,0,0,0,0,0
106333,Joe Mascaro,Pittsburgh,2017,0,0,0,0,0,0,0,0,0,0,0
106346,Jared Ertel,Pennsylvania,2015,0,0,0,0,0,0,0,0,0,0,0
106347,Brett Paul,Pennsylvania,2015,0,0,0,0,0,0,0,0,0,0,0
106472,Kezie Okpala,Stanford,2017,13,4,7,2,4,3,1,1,0,0,4
106486,DeAndre Jones,Central Arkansas,2017,6,3,1,2,3,0,2,0,4,0,4
106491,Elijah Cuffee,Liberty,2017,11,5,6,0,4,3,0,0,4,0,4
106492,Jay Estime,UNC Wilmington,2017,3,2,1,0,1,1,0,1,2,0,0
106496,Mark Carbone,San Diego,2016,1,1,0,0,1,0,0,0,2,0,0
106497,Dalonte Brown,Miami (OH),2017,21,4,14,3,3,9,2,1,7,0,4
106498,Patrick Strzala,Manhattan,2017,0,0,0,0,0,0,0,0,1,0,1
106500,Jaden Sayles,Akron,2017,5,0,5,0,0,1,0,0,0,0,0
106500,Jaden Sayles,Akron,2017,5,0,5,0,0,1,0,0,0,0,0
106502,Brandon Randolph (2),Arizona,2017,4,2,1,1,2,1,1,0,1,0,1
106503,Marreon Jackson,Toledo,2017,4,2,2,0,1,1,0,2,3,0,1
106505,Marcus Garrett,Kansas,2017,8,4,4,0,2,3,0,0,1,0,3
106506,Jaylen Minnett,IUPUI,2017,1,0,1,0,0,0,0,0,2,0,0
106509,"Brian Coffey, Jr.",North Florida,2017,0,0,0,0,0,0,0,2,1,0,0
106510,A.J. Oliver,Clemson,2017,0,0,0,0,0,0,0,0,0,0,0
106512,Azar Swain,Yale,2017,1,0,1,0,0,0,0,0,2,0,2
106517,Lamont Berzat,New Orleans,2017,0,0,0,0,0,0,0,1,0,0,4
106518,Ryan Allen (2),Delaware,2017,6,0,5,1,0,2,1,0,8,0,1
106520,Austin Phyfe,Northern Iowa,2017,4,0,4,0,0,3,0,2,3,0,0
106521,B.J. Dulling,Kent State,2017,20,2,17,0,1,14,0,0,5,0,1
106522,Ryan Burkhardt,North Florida,2017,2,2,0,0,2,0,0,2,3,0,0
106523,Kobe Magee,UTEP,2017,0,0,0,0,0,0,0,2,0,0,2
106524,Savion Flagg,Texas A&M,2017,2,1,1,0,1,1,0,0,0,0,0
106525,Jay Huff,Virginia,2017,14,2,11,1,2,4,1,0,1,0,0
106646,Tyson Ward,North Dakota State,2016,3,0,2,1,0,0,1,0,1,0,3
106646,Tyson Ward,North Dakota State,2017,10,3,7,0,1,4,0,5,1,0,6
106647,Hayden Koval,Central Arkansas,2017,103,53,49,1,30,27,1,2,9,0,0
106648,Cameron Hunter,North Dakota State,2017,0,0,0,0,0,0,0,1,6,0,5
106649,Chuchu Enechionyia,Virginia Military,2016,1,1,0,0,1,0,0,0,0,0,0
106650,Jannson Williams,Marshall,2017,25,8,17,0,3,8,0,1,3,0,0
106651,K.J. Robinson,Omaha,2016,0,0,0,0,0,0,0,0,1,0,0
106651,K.J. Robinson,Omaha,2017,3,0,2,1,0,1,0,0,3,0,5
106652,Landon Kirkwood,Cal State Fullerton,2017,0,0,0,0,0,0,0,0,0,0,1
106653,Joseph Smoyer,Portland,2016,13,6,7,0,2,2,0,0,1,0,1
106653,Joseph Smoyer,Portland,2017,9,4,5,0,2,2,0,0,3,0,0
106654,Aher Uguak,New Mexico,2016,1,1,0,0,1,0,0,0,0,0,2
106655,Jordan Bowden,Tennessee,2016,5,4,0,1,3,0,1,1,1,0,4
106655,Jordan Bowden,Tennessee,2017,10,2,8,0,1,3,0,2,8,0,5
106656,Karmari Newman,George Mason,2016,1,0,1,0,0,0,0,0,1,0,0
106657,Tanner Hamilton,Northwestern State,2016,0,0,0,0,0,0,0,0,3,0,0
106659,Shawn Williams (2),East Carolina,2017,0,0,0,0,0,0,0,0,2,0,2
106660,Aaron Washington (2),Citadel,2016,0,0,0,0,0,0,0,0,0,0,1
106661,Matt Weir,Fort Wayne,2017,0,0,0,0,0,0,0,0,2,0,0
106663,Daishon Smith,Wichita State,2016,1,1,0,0,1,0,0,0,1,0,4
106664,Alize Johnson,Missouri State,2016,6,5,1,0,3,1,0,1,1,0,4
106664,Alize Johnson,Missouri State,2017,14,8,6,0,5,4,0,0,1,1,1
106665,Connor Mannion,Navy,2017,0,0,0,0,0,0,0,0,0,0,0
106667,Jeremiah Usiosefe,Western Illinois,2016,3,1,2,0,1,2,0,1,0,0,0
106667,Jeremiah Usiosefe,Western Illinois,2017,4,1,1,2,1,1,2,3,1,0,0
106668,James Gordon IV,Toledo,2017,0,0,0,0,0,0,0,0,2,0,0
106669,Trevor Anderson,Green Bay,2016,1,0,1,0,0,1,0,0,2,0,0
106671,Mike Lewis (2),Duquesne,2016,1,0,1,0,0,0,0,0,4,0,3
106671,Mike Lewis (2),Duquesne,2017,1,0,1,0,0,1,0,1,0,0,5
106673,Makale Foreman,Chattanooga,2016,0,0,0,0,0,0,0,0,3,0,0
106673,Makale Foreman,Chattanooga,2017,0,0,0,0,0,0,0,0,1,0,1
106674,Logan Koch,Eastern Illinois,2016,0,0,0,0,0,0,0,0,0,0,0
106674,Logan Koch,Eastern Illinois,2017,0,0,0,0,0,0,0,0,0,0,0
106675,Kendrick Thompson,Longwood,2016,2,1,1,0,0,1,0,0,1,0,0
106676,Ken'Darrius Hamilton,Tennessee State,2016,20,5,15,0,3,9,0,1,3,0,0
106676,Ken'Darrius Hamilton,Tennessee State,2017,15,5,10,0,4,4,0,1,4,0,2
106678,DeJuan Clayton,Coppin State,2016,5,2,3,0,1,1,0,1,5,0,8
106678,DeJuan Clayton,Coppin State,2017,1,0,1,0,0,0,0,0,0,0,0
106679,Demario Beck,Coastal Carolina,2016,38,5,33,0,5,17,0,2,8,0,3
106679,Demario Beck,Coastal Carolina,2017,21,6,14,1,3,11,0,2,6,0,1
106682,Jamal Thomas,Charleston Southern,2016,3,2,1,0,1,0,0,1,1,0,0
106682,Jamal Thomas,Charleston Southern,2017,2,1,1,0,0,1,0,0,0,0,1
106683,JaShaun Smith,Longwood,2016,32,9,22,1,7,13,1,0,3,0,1
106683,JaShaun Smith,Longwood,2017,18,4,13,1,4,6,1,0,1,1,1
106684,Taze Moore,Cal State Bakersfield,2016,4,0,4,0,0,2,0,0,2,0,4
106685,Alex Holcombe,Texas A&M-CC,2016,10,1,9,0,0,3,0,0,2,0,0
106686,Payten Ricks,Abilene Christian,2016,0,0,0,0,0,0,0,2,0,0,0
106686,Payten Ricks,Abilene Christian,2017,1,1,0,0,1,0,0,2,1,0,2
106686,Payten Ricks,Abilene Christian,2017,1,1,0,0,1,0,0,2,1,0,2
106687,Jalen Weber,Houston Baptist,2016,0,0,0,0,0,0,0,1,2,0,1
106688,Brandon Johnson (3),Western Michigan,2016,19,2,17,0,1,12,0,3,4,0,0
106688,Brandon Johnson (3),Western Michigan,2017,16,2,14,0,1,6,0,0,1,1,0
106689,Maishe Dailey,Iowa,2016,1,0,0,1,0,0,0,0,0,0,0
106689,Maishe Dailey,Iowa,2017,2,1,1,0,1,1,0,0,2,0,1
106690,Adam Sledd,Western Carolina,2016,11,5,6,0,4,4,0,3,3,0,1
106690,Adam Sledd,Western Carolina,2017,5,2,3,0,2,1,0,2,0,0,0
106691,Elijah Lee,Pepperdine,2016,3,2,1,0,2,1,0,2,2,0,3
106691,Elijah Lee,Pepperdine,2017,0,0,0,0,0,0,0,0,0,0,0
106692,Fred Haywood,McNeese State,2017,0,0,0,0,0,0,0,0,0,0,0
106693,Colton Blevins,Tennessee Tech,2016,2,0,2,0,0,1,0,0,0,0,0
106694,Tanner Lohaus,Northern Iowa,2017,1,0,1,0,0,1,0,0,0,0,0
106698,Rodney Chatman,Chattanooga,2016,2,0,2,0,0,1,0,0,2,0,3
106698,Rodney Chatman,Chattanooga,2017,9,4,1,4,3,0,2,0,2,0,4
106699,Nate Garvey,Howard,2017,3,1,1,0,0,0,0,0,0,0,1
106700,Ezekiel Balogun,Citadel,2016,14,2,12,0,1,6,0,1,2,0,5
106701,T.J. Howard,Western Kentucky,2016,1,1,0,0,1,0,0,0,2,0,1
106702,Kameron Hankerson,Green Bay,2016,4,0,4,0,0,3,0,1,4,0,1
106702,Kameron Hankerson,Green Bay,2017,20,4,16,0,2,11,0,0,5,0,4
106703,Jordan Shepherd,Oklahoma,2016,6,1,4,1,0,2,0,0,3,0,3
106703,Jordan Shepherd,Oklahoma,2017,4,1,2,1,1,1,1,1,0,0,0
106704,Will Tavares,Fordham,2016,5,4,1,0,3,1,0,1,0,0,3
106704,Will Tavares,Fordham,2017,7,4,2,1,1,2,0,0,5,0,8
106706,Jalen Tate,Northern Kentucky,2016,2,0,1,1,0,0,1,0,3,0,1
106706,Jalen Tate,Northern Kentucky,2017,19,5,11,3,3,6,2,1,5,0,4
106708,Patrick Good,Appalachian State,2016,1,0,1,0,0,1,0,2,3,0,3
106709,Brendon Gooch,Southern Illinois,2017,5,0,4,1,0,4,0,0,1,0,0
106710,Terrell Miller,Murray State,2016,7,4,3,0,2,2,0,2,5,0,3
106710,Terrell Miller,Murray State,2017,16,8,7,1,4,4,1,2,3,0,3
106714,D.J. Bryant (2),Texas-Arlington,2016,0,0,0,0,0,0,0,1,1,0,0
106714,D.J. Bryant (2),Texas-Arlington,2017,1,0,1,0,0,0,0,0,4,0,2
106715,Jaylen Fornes,UNC Wilmington,2016,1,1,0,0,0,0,0,1,0,0,1
106715,Jaylen Fornes,UNC Wilmington,2017,5,4,1,0,1,1,0,0,3,0,2
106716,Brandon Better,Southern Utah,2017,1,0,1,0,0,0,0,1,2,0,3
106717,Chris Palombizio,Oakland,2016,2,0,2,0,0,0,0,0,0,0,1
106717,Chris Palombizio,Oakland,2017,2,0,2,0,0,2,0,0,0,0,0
106718,Art Labinowicz,Coastal Carolina,2016,8,2,1,5,2,0,4,2,4,0,0
106718,Art Labinowicz,Coastal Carolina,2017,17,3,9,4,1,7,1,0,0,0,4
106719,Jacob Ledoux,McNeese State,2016,0,0,0,0,0,0,0,0,0,0,4
106719,Jacob Ledoux,McNeese State,2017,1,0,0,1,0,0,1,1,3,0,5
106721,Fard Muhammad,Binghamton,2016,1,0,1,0,0,1,0,0,3,0,2
106721,Fard Muhammad,Binghamton,2017,3,1,2,0,1,0,0,0,2,0,2
106722,Bryce Barnes,Milwaukee,2016,1,0,1,0,0,0,0,1,0,0,5
106722,Bryce Barnes,Milwaukee,2017,3,2,1,0,0,1,0,1,3,0,5
106723,Matt Elmore,UNC Wilmington,2016,0,0,0,0,0,0,0,1,3,0,0
106724,Collin Smith,George Washington,2016,29,9,20,0,4,13,0,0,4,0,1
106726,Dezmond McDaniel,Oral Roberts,2016,0,0,0,0,0,0,0,0,1,0,1
106728,Justin Pierce,William & Mary,2016,8,3,5,0,2,1,0,0,1,0,1
106728,Justin Pierce,William & Mary,2017,17,2,11,4,1,6,4,1,6,0,9
106729,Pablo Rivas,North Carolina Central,2016,24,4,18,1,2,10,1,1,2,0,2
106729,Pablo Rivas,North Carolina Central,2017,30,4,26,0,3,14,0,1,3,0,2
106730,Xavier Bishop,Missouri-Kansas City,2016,0,0,0,0,0,0,0,2,2,0,5
106730,Xavier Bishop,Missouri-Kansas City,2017,1,1,0,0,1,0,0,0,0,0,6
106731,Jordon Harris,Louisiana-Monroe,2016,1,0,0,1,0,0,0,0,1,1,3
106731,Jordon Harris,Louisiana-Monroe,2017,1,0,0,1,0,0,0,0,0,0,6
106732,Davion Mintz,Creighton,2016,4,1,3,0,0,3,0,0,0,0,1
106732,Davion Mintz,Creighton,2017,3,1,2,0,1,1,0,0,1,0,1
106734,Jarrin Randall,Western Michigan,2016,0,0,0,0,0,0,0,0,1,0,0
106734,Jarrin Randall,Western Michigan,2017,0,0,0,0,0,0,0,1,1,0,0
106735,Elijah Schmidt,Texas A&M-CC,2016,5,0,5,0,0,1,0,0,2,0,0
106735,Elijah Schmidt,Texas A&M-CC,2017,7,1,6,0,1,3,0,2,5,0,1
106735,Elijah Schmidt,Texas A&M-CC,2017,7,1,6,0,1,3,0,2,5,0,1
106737,Kolton Kohl,Abilene Christian,2017,9,5,4,0,3,1,0,1,0,0,0
106737,Kolton Kohl,Abilene Christian,2017,9,5,4,0,3,1,0,1,0,0,0
106738,Raymon Pratt,North Carolina A&T,2016,5,0,5,0,0,3,0,0,0,0,1
106738,Raymon Pratt,North Carolina A&T,2017,0,0,0,0,0,0,0,0,1,0,0
106739,Stephaun Adams,Tennessee Tech,2016,1,0,1,0,0,1,0,0,1,0,3
106739,Stephaun Adams,Tennessee Tech,2017,0,0,0,0,0,0,0,0,1,0,1
106740,Mark Crowe,Cal Poly,2017,8,2,6,0,1,4,0,1,2,0,3
106741,Bashir Ahmed,St. John's,2016,19,3,11,5,2,6,3,0,1,0,5
106741,Bashir Ahmed,St. John's,2017,11,1,5,5,0,0,1,2,1,0,5
106742,Jamal Wright,High Point,2016,3,2,1,0,2,1,0,0,2,1,3
106742,Jamal Wright,High Point,2017,2,0,2,0,0,0,0,1,1,0,4
106743,Jermaine Marrow,Hampton,2016,1,0,1,0,0,1,0,0,4,0,5
106743,Jermaine Marrow,Hampton,2017,1,0,1,0,0,1,0,0,3,0,13
106744,Trey Carver,Hampton,2016,0,0,0,0,0,0,0,0,0,0,0
106744,Trey Carver,Hampton,2017,1,1,0,0,1,0,0,0,2,0,1
106745,Quan Jackson,Georgia Southern,2017,9,0,5,4,0,4,2,0,1,0,14
106746,Ryan Gomes,Mount St. Mary's,2016,7,4,3,0,3,1,0,1,4,0,0
106746,Ryan Gomes,Mount St. Mary's,2017,16,1,14,1,0,8,0,1,1,0,0
106747,Luke Rosinski,New Hampshire,2016,4,2,2,0,0,1,0,1,0,0,0
106747,Luke Rosinski,New Hampshire,2017,0,0,0,0,0,0,0,0,0,0,0
106748,J.D. Wallace,Prairie View A&M,2016,28,5,23,0,4,9,0,0,5,0,1
106748,J.D. Wallace,Prairie View A&M,2017,36,7,28,1,2,14,1,0,6,0,1
106749,Evan Borgman,IUPUI,2017,0,0,0,0,0,0,0,0,0,0,0
106750,Triston Chambers,Samford,2016,2,1,1,0,0,0,0,0,3,0,4
106750,Triston Chambers,Samford,2017,2,0,1,1,0,1,0,1,3,0,3
106751,Frank Ryder,San Diego,2016,4,4,0,0,2,0,0,1,3,0,0
106753,De'Antae McMurray,Drake,2016,2,0,2,0,0,0,0,1,3,0,3
106753,De'Antae McMurray,Drake,2017,2,1,1,0,1,1,0,0,2,0,2
106754,Denzel Mahoney,Southeast Missouri State,2016,2,2,0,0,2,0,0,2,3,0,1
106754,Denzel Mahoney,Southeast Missouri State,2017,5,5,0,0,4,0,0,1,0,0,5
106782,Jordan Allen (2),Rider,2017,12,0,12,0,0,9,0,1,7,0,2
106805,Jerrick Harding,Weber State,2016,6,2,3,1,1,1,0,1,2,0,3
106805,Jerrick Harding,Weber State,2017,5,3,1,1,2,1,0,3,2,0,12
106808,Andrew Fleming (3),Maine,2016,19,4,14,1,1,8,1,2,5,0,4
106808,Andrew Fleming (3),Maine,2017,25,5,20,0,2,9,0,1,5,0,0
106833,Joseph Battle,Tulsa,2016,0,0,0,0,0,0,0,1,0,0,0
106836,Ben Shungu,Vermont,2017,0,0,0,0,0,0,0,0,0,0,1
106856,Jaleel Wheeler,Tulsa,2016,9,1,5,3,0,4,2,1,4,0,4
106856,Jaleel Wheeler,Tulsa,2017,4,0,1,3,0,0,1,0,2,1,1
106857,Isaiah Ross,Missouri-Kansas City,2016,1,0,1,0,0,0,0,1,4,0,0
106857,Isaiah Ross,Missouri-Kansas City,2017,0,0,0,0,0,0,0,0,4,0,3
106858,Marcus Weathers,Miami (OH),2016,20,5,10,5,2,6,0,3,7,0,5
106859,Cory Gensler,Campbell,2016,16,8,5,3,7,3,2,2,5,0,7
106859,Cory Gensler,Campbell,2017,9,3,5,1,2,3,0,2,4,0,0
106860,Jahleem Montague,Longwood,2017,11,1,10,0,1,8,0,0,0,0,0
106861,Dante Bailey,Tennessee-Martin,2016,0,0,0,0,0,0,0,0,1,0,1
106862,Trent Steen,Arkansas-Pine Bluff,2016,23,5,16,2,2,6,1,3,3,0,3
106862,Trent Steen,Arkansas-Pine Bluff,2017,34,8,26,0,5,13,0,0,0,0,1
106863,Jordan Giles,Missouri-Kansas City,2016,7,1,6,0,1,4,0,0,1,0,1
106863,Jordan Giles,Missouri-Kansas City,2017,9,3,5,1,1,3,1,1,5,0,1
106864,Godwin Boahen,Illinois-Chicago,2016,2,1,1,0,1,0,0,0,1,0,4
106864,Godwin Boahen,Illinois-Chicago,2017,5,0,5,0,0,1,0,1,3,0,4
106865,Demonte Ojinnaka,Indiana State,2016,0,0,0,0,0,0,0,0,0,0,0
106865,Demonte Ojinnaka,Indiana State,2017,2,0,2,0,0,2,0,0,2,0,0
106866,Clay Mounce,Furman,2017,8,4,3,1,3,2,0,0,2,0,3
106867,C.J. Jones (2),Arkansas,2016,5,2,2,1,1,0,1,0,1,0,0
106867,C.J. Jones (2),Arkansas,2017,4,4,0,0,3,0,0,2,1,0,2
106868,Brandon Suggs,Bethune-Cookman,2016,16,3,13,0,3,9,0,2,7,0,0
106869,Elyjah Goss,IUPUI,2017,10,2,8,0,0,6,0,0,2,0,0
106870,Josiah Talbert,Liberty,2016,6,4,2,0,2,2,0,0,2,0,0
106871,Dylan Carl,Fort Wayne,2017,27,4,23,0,1,14,0,0,4,0,0
106872,Arell Hennings,UC Davis,2016,0,0,0,0,0,0,0,1,1,0,1
106872,Arell Hennings,UC Davis,2017,0,0,0,0,0,0,0,1,0,0,1
106874,Isaiah Brown,Northern Iowa,2016,0,0,0,0,0,0,0,0,0,0,0
106874,Isaiah Brown,Northern Iowa,2017,12,4,7,1,2,5,1,2,2,0,5
106875,Darius Roy,Mercer,2016,0,0,0,0,0,0,0,0,0,0,1
106877,Jordan Jones (2),Charleston Southern,2016,16,8,8,0,4,6,0,2,0,0,1
106877,Jordan Jones (2),Charleston Southern,2017,36,10,25,0,5,15,0,1,2,0,1
106879,Corey Allen,Detroit-Mercy,2016,3,0,3,0,0,1,0,1,3,0,2
106879,Corey Allen,Detroit-Mercy,2017,1,1,0,0,1,0,0,0,2,0,3
106880,Mason Peatling,Eastern Washington,2016,13,6,7,0,3,6,0,0,1,0,0
106880,Mason Peatling,Eastern Washington,2017,37,16,20,1,10,7,0,1,4,0,1
106881,Tanner Rubio,Jacksonville,2016,0,0,0,0,0,0,0,2,4,0,0
106881,Tanner Rubio,Jacksonville,2017,1,0,1,0,0,1,0,0,7,0,0
106882,Jalin Hart,Incarnate Word,2016,8,1,4,3,1,4,1,2,1,0,10
106882,Jalin Hart,Incarnate Word,2017,5,2,3,0,1,0,0,0,2,0,2
106883,Devocio Butler,Colorado State,2016,1,0,1,0,0,1,0,0,2,0,7
106884,J.C. Younger,Presbyterian,2016,2,0,1,1,0,0,1,2,0,0,1
106884,J.C. Younger,Presbyterian,2017,1,0,1,0,0,1,0,1,1,1,1
106885,Justin Miller,Louisiana,2016,6,3,3,0,2,2,0,1,11,0,0
106885,Justin Miller,Louisiana,2017,4,2,2,0,1,1,0,0,5,0,2
106888,Alex Mills,North Carolina Central,2017,0,0,0,0,0,0,0,0,0,0,0
106890,James Jones,Buffalo,2016,0,0,0,0,0,0,0,0,0,0,0
106891,Brandon Gonzalez,Southeastern Louisiana,2017,1,0,1,0,0,1,0,1,0,0,0
106893,Jalen Canty,UC Santa Barbara,2016,6,2,4,0,0,0,0,0,0,0,0
106893,Jalen Canty,UC Santa Barbara,2017,45,11,34,0,5,26,0,2,3,0,0
106894,"Darrell Brown, Jr.",Bradley,2016,1,0,1,0,0,0,0,1,1,0,4
106894,"Darrell Brown, Jr.",Bradley,2017,0,0,0,0,0,0,0,0,2,0,1
106895,Kaijae Yee-Stephens,Pepperdine,2016,0,0,0,0,0,0,0,0,0,0,0
106895,Kaijae Yee-Stephens,Pepperdine,2017,0,0,0,0,0,0,0,0,0,0,0
106896,Jock Perry,Saint Mary's,2017,0,0,0,0,0,0,0,0,0,0,0
106897,Rasheen Dunn,St. Francis (NY),2016,2,1,1,0,0,1,0,0,3,0,12
106897,Rasheen Dunn,St. Francis (NY),2017,1,0,1,0,0,1,0,0,4,0,8
106898,Zeke Moore,Saint Louis,2016,6,2,3,1,1,3,1,0,2,0,1
106899,Michael Weathers,Miami (OH),2016,45,15,19,11,9,13,8,0,4,0,9
106900,Nick Hopkins,Belmont,2017,1,1,0,0,0,0,0,1,2,0,4
106901,Destin Barnes,Boston University,2016,3,1,2,0,1,1,0,0,1,0,1
106901,Destin Barnes,Boston University,2017,0,0,0,0,0,0,0,0,0,0,0
106902,Madison Williams,Illinois State,2016,1,0,1,0,0,0,0,0,1,0,2
106902,Madison Williams,Illinois State,2017,10,1,5,4,1,2,3,1,6,0,7
106903,Nolan Taylor,Pepperdine,2016,4,2,2,0,1,0,0,0,4,0,0
106903,Nolan Taylor,Pepperdine,2017,4,2,2,0,0,2,0,0,0,0,0
106904,Jailyn Ingram,Florida Atlantic,2016,9,5,3,0,3,3,0,1,7,0,1
106904,Jailyn Ingram,Florida Atlantic,2017,9,4,5,0,2,3,0,2,2,0,2
106905,Ar'mond Davis,Alabama,2016,2,0,1,1,0,0,0,0,0,0,4
106907,Mason Faulkner,Northern Kentucky,2016,2,1,0,1,1,0,1,0,5,0,4
106907,Mason Faulkner,Northern Kentucky,2017,0,0,0,0,0,0,0,0,1,0,1
106908,Shaquile Carr,Grand Canyon,2016,1,0,1,0,0,1,0,1,1,0,1
106908,Shaquile Carr,Grand Canyon,2017,4,0,4,0,0,2,0,0,0,0,0
106909,Sam Alabakis,Louisiana-Monroe,2016,14,5,9,0,2,5,0,1,4,0,2
106909,Sam Alabakis,Louisiana-Monroe,2017,6,2,4,0,2,0,0,1,2,0,0
106910,Jalon Gates,Houston Baptist,2016,2,0,1,1,0,0,1,1,2,0,2
106910,Jalon Gates,Houston Baptist,2017,0,0,0,0,0,0,0,0,1,0,2
106911,Loudon Love,Wright State,2017,32,15,16,1,9,11,0,0,2,0,1
106912,Garrett Sams,North Florida,2016,8,1,6,1,0,4,0,0,2,0,1
106912,Garrett Sams,North Florida,2017,6,2,3,1,2,1,0,1,2,0,1
106913,Roydell Brown,Louisiana,2016,9,6,3,0,4,3,0,1,0,0,1
106914,Kalob Ledoux,McNeese State,2016,1,0,1,0,0,0,0,0,0,0,2
106914,Kalob Ledoux,McNeese State,2017,4,0,4,0,0,2,0,0,3,0,3
106916,Josh Robinson (2),Southern,2016,0,0,0,0,0,0,0,0,0,0,0
106917,Kevin Morris,South Alabama,2016,6,3,3,0,2,3,0,0,4,0,0
