GMID,Name,School,Year,BLK,B2PJ,BS2P,B3P,R2PJ,RS2P,R3P,S2PJ,S2PS,S3PS,PickSix
98959,Bakari Copeland,Maryland-Eastern Shore,2016,7,2,5,0,0,3,0,1,7,0,1
98960,Thomas Rivera,Maryland-Eastern Shore,2015,2,0,2,0,0,1,0,1,4,0,7
98960,Thomas Rivera,Maryland-Eastern Shore,2016,1,0,1,0,0,0,0,0,3,0,1
98961,Marc Seylan,Maryland-Eastern Shore,2015,0,0,0,0,0,0,0,0,1,0,1
98961,Marc Seylan,Maryland-Eastern Shore,2016,0,0,0,0,0,0,0,0,1,0,0
98963,Anthony Tate,Morgan State,2015,0,0,0,0,0,0,0,0,0,0,0
98964,Jason Baxter,Savannah State,2015,1,0,1,0,0,1,0,0,1,0,0
98966,Isaiah Felder,Savannah State,2015,0,0,0,0,0,0,0,0,0,0,2
98966,Isaiah Felder,Savannah State,2016,0,0,0,0,0,0,0,0,0,0,1
98966,Isaiah Felder,Savannah State,2017,1,0,1,0,0,1,0,1,2,0,0
98967,Teslim Idris,Savannah State,2015,7,0,7,0,0,3,0,1,4,0,1
98970,Brandon Jordan,Savannah State,2015,5,0,5,0,0,2,0,0,0,0,0
98970,Brandon Jordan,Savannah State,2016,0,0,0,0,0,0,0,0,0,0,0
98971,Troyce Manassa,Savannah State,2015,12,2,5,5,0,2,3,0,0,0,3
98971,Troyce Manassa,Savannah State,2016,6,0,5,1,0,1,0,1,3,0,0
98973,Dexter McClanahan,Savannah State,2015,4,0,4,0,0,3,0,0,1,0,3
98973,Dexter McClanahan,Savannah State,2016,4,0,4,0,0,2,0,1,5,0,4
98973,Dexter McClanahan,Savannah State,2017,5,0,5,0,0,3,0,1,2,0,3
98974,Casey Wells,Savannah State,2015,1,0,1,0,0,0,0,0,1,0,1
98974,Casey Wells,Savannah State,2016,2,1,1,0,0,0,0,1,3,0,0
98990,Bobby Mannie,Southern Illinois,2015,0,0,0,0,0,0,0,0,0,0,0
99001,Justin Botteri,Nevada,2015,0,0,0,0,0,0,0,0,0,0,0
99002,Connor Joy,New Mexico,2015,0,0,0,0,0,0,0,0,0,0,0
99003,J.J. Cratit,Central Connecticut State,2015,6,1,4,1,1,1,0,0,2,0,3
99004,Malcolm Simmons,Central Connecticut State,2015,0,0,0,0,0,0,0,0,0,0,0
99005,Marshawn Blackmon,Eastern Illinois,2015,6,5,1,0,2,1,0,1,0,0,8
99006,Aboubacar Diallo,Eastern Illinois,2015,8,6,2,0,2,2,0,0,2,0,0
99006,Aboubacar Diallo,Eastern Illinois,2016,19,10,9,0,8,5,0,0,1,0,0
99006,Aboubacar Diallo,Eastern Illinois,2017,47,26,21,0,16,17,0,0,2,0,0
99007,Patrick Muldoon,Eastern Illinois,2015,2,2,0,0,1,0,0,0,6,0,1
99007,Patrick Muldoon,Eastern Illinois,2016,15,9,6,0,5,2,0,1,5,0,3
99008,Des Curry,Jacksonville State,2016,0,0,0,0,0,0,0,0,0,0,0
99008,Des Curry,Jacksonville State,2017,0,0,0,0,0,0,0,0,0,0,0
99012,Shazier Lawson,Arizona State,2015,1,1,0,0,1,0,0,0,1,0,0
99013,Phil Richmond,Oregon,2015,0,0,0,0,0,0,0,0,0,0,0
99018,Daniel Andrews,Army,2015,0,0,0,0,0,0,0,0,0,0,0
99018,Daniel Andrews,Army,2016,0,0,0,0,0,0,0,0,0,0,0
99019,Cayne Edwards,Army,2015,1,0,1,0,0,1,0,0,0,0,0
99019,Cayne Edwards,Army,2016,0,0,0,0,0,0,0,0,0,0,0
99019,Cayne Edwards,Army,2017,0,0,0,0,0,0,0,0,0,0,0
99020,John Emezie,Army,2015,8,2,6,0,2,3,0,0,1,0,0
99020,John Emezie,Army,2016,13,3,10,0,2,4,0,1,0,0,8
99020,John Emezie,Army,2017,11,2,8,1,2,3,1,0,1,0,5
99021,Parker Fennema,Army,2017,1,0,1,0,0,1,0,0,0,0,0
99022,Jordan Fox,Army,2015,2,1,1,0,1,0,0,2,2,0,3
99022,Jordan Fox,Army,2016,1,0,1,0,0,1,0,3,3,0,4
99022,Jordan Fox,Army,2017,3,2,0,1,2,0,1,3,4,0,2
99023,Jason Houle,Army,2016,0,0,0,0,0,0,0,0,0,0,0
99023,Jason Houle,Army,2017,0,0,0,0,0,0,0,0,0,0,0
99024,Ben Mammel,Army,2016,0,0,0,0,0,0,0,0,0,0,0
99025,T.J. Parham,Green Bay,2017,1,0,0,1,0,0,0,0,2,0,0
99026,Adam Roe,Army,2015,2,2,0,0,1,0,0,0,0,0,1
99026,Adam Roe,Army,2016,0,0,0,0,0,0,0,0,0,0,0
99027,Ryan Diew,Colgate,2015,0,0,0,0,0,0,0,0,0,0,0
99027,Ryan Diew,Colgate,2016,0,0,0,0,0,0,0,0,0,0,0
99028,Thomas Kennedy (2),Holy Cross,2015,0,0,0,0,0,0,0,0,0,0,0
99028,Thomas Kennedy (2),Holy Cross,2016,0,0,0,0,0,0,0,0,0,0,0
99029,Patrick Rielly,Holy Cross,2015,0,0,0,0,0,0,0,0,0,0,0
99029,Patrick Rielly,Holy Cross,2016,0,0,0,0,0,0,0,0,0,0,0
99030,Jay Jay Davis,Lehigh,2015,0,0,0,0,0,0,0,0,0,0,0
99030,Jay Jay Davis,Lehigh,2016,1,0,1,0,0,0,0,0,0,0,1
99030,Jay Jay Davis,Lehigh,2017,0,0,0,0,0,0,0,0,0,0,0
99031,Dom Antonelli,Navy,2016,0,0,0,0,0,0,0,0,0,0,0
99031,Dom Antonelli,Navy,2017,0,0,0,0,0,0,0,0,0,0,0
99035,Mo Lewis,Navy,2016,0,0,0,0,0,0,0,0,0,0,0
99035,Mo Lewis,Navy,2017,1,0,1,0,0,0,0,0,1,0,0
99036,Nathan Messer,Navy,2015,0,0,0,0,0,0,0,0,0,0,0
99064,Jhonny Victor,Florida,2015,0,0,0,0,0,0,0,0,0,0,0
99065,Carter Holmes,Mississippi State,2015,0,0,0,0,0,0,0,0,0,0,0
99066,Jett Jobe,Mississippi State,2015,0,0,0,0,0,0,0,0,0,0,0
99067,Reggie Patterson,Mississippi State,2015,0,0,0,0,0,0,0,0,1,0,0
99068,Joe Strugg,Mississippi State,2016,0,0,0,0,0,0,0,0,0,0,0
99069,Jake Coddington,Ole Miss,2015,0,0,0,0,0,0,0,0,0,0,0
99070,Lucas Campbell,Tennessee,2015,0,0,0,0,0,0,0,0,0,0,0
99070,Lucas Campbell,Tennessee,2016,0,0,0,0,0,0,0,0,0,0,0
99070,Lucas Campbell,Tennessee,2017,0,0,0,0,0,0,0,0,0,0,0
99071,Frank Byers,Texas A&M,2015,0,0,0,0,0,0,0,0,0,0,0
99071,Frank Byers,Texas A&M,2016,0,0,0,0,0,0,0,0,0,0,0
99071,Frank Byers,Texas A&M,2017,0,0,0,0,0,0,0,0,0,0,0
99072,Will Weethee,Virginia Military,2015,0,0,0,0,0,0,0,0,0,0,0
99072,Will Weethee,Virginia Military,2016,0,0,0,0,0,0,0,0,0,0,0
99073,Rashawn Green,Alabama A&M,2015,0,0,0,0,0,0,0,2,0,0,0
99076,Mohamed Sherif,Alabama A&M,2015,1,0,1,0,0,0,0,0,0,0,0
99076,Mohamed Sherif,Alabama A&M,2016,7,0,6,0,0,3,0,1,1,0,0
99076,Mohamed Sherif,Alabama A&M,2017,9,4,5,0,1,5,0,1,5,0,0
99076,Mohamed Sherif,Alabama A&M,2017,9,4,5,0,1,5,0,1,5,0,0
99077,Christopher Thomas,Alabama A&M,2015,2,0,2,0,0,1,0,0,3,0,1
99077,Christopher Thomas,Alabama A&M,2016,5,0,4,1,0,3,0,0,1,0,0
99082,"Michael Bethea, Jr.",Grambling State,2015,4,1,3,0,0,1,0,0,0,0,5
99083,Deonte Hearns,Grambling State,2015,6,1,3,2,0,2,2,1,2,0,2
99083,Deonte Hearns,Grambling State,2016,2,0,2,0,0,0,0,0,0,0,0
99084,Ugur Hortum,Grambling State,2015,5,2,3,0,1,3,0,1,4,0,0
99085,Ervin Mitchell,Grambling State,2015,8,3,4,1,2,2,1,0,0,0,7
99085,Ervin Mitchell,Grambling State,2016,12,3,7,0,2,2,0,0,2,0,9
99086,Paris Collins,Jackson State,2015,22,7,14,1,2,9,0,0,2,0,12
99086,Paris Collins,Jackson State,2016,13,7,4,2,6,1,1,0,0,0,6
99086,Paris Collins,Jackson State,2017,12,5,4,2,2,1,0,1,0,0,15
99088,Haudrick Hilaire,Jackson State,2015,1,0,1,0,0,0,0,0,0,0,0
99089,Lindsey Hunter IV,Jackson State,2015,0,0,0,0,0,0,0,0,0,0,0
99090,Jesse Love,Jackson State,2016,0,0,0,0,0,0,0,1,0,0,0
99090,Jesse Love,Jackson State,2017,3,2,1,0,2,0,0,0,1,0,1
99091,Trey Ford,Appalachian State,2015,0,0,0,0,0,0,0,0,0,0,0
99091,Trey Ford,Appalachian State,2016,0,0,0,0,0,0,0,0,0,0,0
99091,Trey Ford,Appalachian State,2017,0,0,0,0,0,0,0,0,0,0,0
99092,Kevin Kerley,Appalachian State,2015,0,0,0,0,0,0,0,0,0,0,0
99092,Kevin Kerley,Appalachian State,2016,0,0,0,0,0,0,0,0,0,0,0
99092,Kevin Kerley,Appalachian State,2017,0,0,0,0,0,0,0,0,0,0,0
99099,Emil Knighton,Denver,2016,0,0,0,0,0,0,0,0,0,0,0
99099,Emil Knighton,Denver,2017,0,0,0,0,0,0,0,0,0,0,0
99102,Ryan Maas,Western Illinois,2016,0,0,0,0,0,0,0,0,0,0,0
99102,Ryan Maas,Western Illinois,2017,0,0,0,0,0,0,0,0,0,0,0
99104,Jason Braden,Pacific,2015,0,0,0,0,0,0,0,0,0,0,0
99105,Dan Sheets,Saint Mary's,2016,0,0,0,0,0,0,0,0,0,0,0
99105,Dan Sheets,Saint Mary's,2017,0,0,0,0,0,0,0,0,0,0,0
99106,Darryl Geyen,Cal State Bakersfield,2015,0,0,0,0,0,0,0,0,0,0,0
99107,Zack Moore,Seattle,2015,1,0,0,1,0,0,0,0,0,0,0
99107,Zack Moore,Seattle,2016,5,3,1,0,2,0,0,0,0,0,1
99108,Brendan Westendorf,Seattle,2015,4,1,3,0,1,2,0,0,1,0,4
99108,Brendan Westendorf,Seattle,2016,3,0,2,1,0,1,1,0,4,0,3
99109,Mario Soto,Eastern Washington,2016,0,0,0,0,0,0,0,0,0,0,0
99324,Tevin Foster,Abilene Christian,2017,5,2,3,0,1,2,0,1,3,1,8
99324,Tevin Foster,Abilene Christian,2017,5,2,3,0,1,2,0,1,3,1,8
99577,Jelani Pruitt,Chicago State,2017,3,1,2,0,0,1,0,0,2,0,4
99694,Tereke Eckwood,Mississippi Valley State,2017,1,0,1,0,0,0,0,0,0,0,1
99733,Miles Wentzien,Northern Iowa,2017,0,0,0,0,0,0,0,0,0,0,1
99773,Eli Sample,Southeast Missouri State,2016,0,0,0,0,0,0,0,0,0,0,0
101205,Drew Bost,East Carolina,2015,0,0,0,0,0,0,0,0,0,0,0
101206,Justice Obasohan,East Carolina,2015,0,0,0,0,0,0,0,0,0,0,0
101206,Justice Obasohan,East Carolina,2016,0,0,0,0,0,0,0,0,0,0,0
101206,Justice Obasohan,East Carolina,2017,9,1,8,0,1,5,0,0,2,0,0
101216,Nate Allen,North Carolina Central,2015,0,0,0,0,0,0,0,0,0,0,0
101226,J'Breun Sprinkle,Arkansas-Pine Bluff,2015,0,0,0,0,0,0,0,0,0,0,1
101226,J'Breun Sprinkle,Arkansas-Pine Bluff,2017,0,0,0,0,0,0,0,0,0,0,0
101227,Marcus Wallace (2),Arkansas-Pine Bluff,2015,0,0,0,0,0,0,0,0,0,0,2
101227,Marcus Wallace (2),Arkansas-Pine Bluff,2016,0,0,0,0,0,0,0,0,1,0,0
101227,Marcus Wallace (2),Arkansas-Pine Bluff,2017,0,0,0,0,0,0,0,0,0,0,0
101228,Charles Jackson (2),Arkansas-Pine Bluff,2015,5,1,4,0,0,1,0,0,2,0,1
101228,Charles Jackson (2),Arkansas-Pine Bluff,2016,0,0,0,0,0,0,0,0,1,0,1
101228,Charles Jackson (2),Arkansas-Pine Bluff,2017,9,2,7,0,1,2,0,0,1,1,1
101229,Marquis Cunningham,Arkansas-Pine Bluff,2015,34,13,20,0,10,12,0,0,3,0,0
101229,Marquis Cunningham,Arkansas-Pine Bluff,2016,4,1,3,0,0,1,0,0,0,0,0
101230,Deshon Bayless,Arkansas-Pine Bluff,2015,0,0,0,0,0,0,0,1,0,0,0
101230,Deshon Bayless,Arkansas-Pine Bluff,2016,5,0,5,0,0,0,0,0,2,0,3
101240,Dominique Shaw,Prairie View A&M,2015,0,0,0,0,0,0,0,0,0,0,0
101241,Tevin Bellinger,Prairie View A&M,2015,0,0,0,0,0,0,0,0,3,0,5
101241,Tevin Bellinger,Prairie View A&M,2016,3,3,0,0,3,0,0,0,1,0,7
101242,Lavonne Davis,Prairie View A&M,2015,0,0,0,0,0,0,0,0,1,0,0
101242,Lavonne Davis,Prairie View A&M,2016,0,0,0,0,0,0,0,0,0,0,0
101244,Tyler Miller,Prairie View A&M,2015,3,1,2,0,1,1,0,0,0,0,0
101245,Jordan Lumpkins,Prairie View A&M,2015,0,0,0,0,0,0,0,0,0,0,0
101245,Jordan Lumpkins,Prairie View A&M,2016,0,0,0,0,0,0,0,0,1,0,0
101245,Jordan Lumpkins,Prairie View A&M,2017,1,0,1,0,0,0,0,0,2,0,1
101246,Ja'Donta Blakely,Prairie View A&M,2015,7,3,3,1,3,0,1,1,3,0,0
101246,Ja'Donta Blakely,Prairie View A&M,2016,18,10,6,2,5,3,1,3,5,0,8
101248,Dewayne Washington,Texas Southern,2015,0,0,0,0,0,0,0,0,0,0,0
101249,Cavan LaRose,Sacred Heart,2015,0,0,0,0,0,0,0,0,0,0,0
101249,Cavan LaRose,Sacred Heart,2017,0,0,0,0,0,0,0,0,0,0,0
101250,Michael Matlock,Mississippi Valley State,2015,1,0,1,0,0,0,0,0,2,0,0
101250,Michael Matlock,Mississippi Valley State,2016,3,0,3,0,0,2,0,1,2,0,0
101251,Amir Savon,Mississippi Valley State,2015,0,0,0,0,0,0,0,0,0,0,0
101252,Bennett Davis,Mississippi Valley State,2015,0,0,0,0,0,0,0,0,0,0,0
101257,Kylan Phillips,Mississippi Valley State,2015,1,1,0,0,1,0,0,1,2,0,2
101257,Kylan Phillips,Mississippi Valley State,2016,1,0,1,0,0,1,0,1,0,1,0
101257,Kylan Phillips,Mississippi Valley State,2017,0,0,0,0,0,0,0,1,0,0,2
101258,Ta'Jay Henry,Mississippi Valley State,2015,11,1,9,1,0,5,1,1,6,0,2
101258,Ta'Jay Henry,Mississippi Valley State,2016,2,1,1,0,0,0,0,2,4,0,1
101259,Damian Young,Mississippi Valley State,2015,10,4,5,1,2,1,0,0,2,0,8
101260,"Ronald Strother, Jr.",Mississippi Valley State,2015,7,3,4,0,2,3,0,0,0,0,0
101260,"Ronald Strother, Jr.",Mississippi Valley State,2016,5,2,2,1,2,2,1,0,1,0,0
101261,Marcus Romain,Mississippi Valley State,2015,11,7,4,0,6,3,0,1,4,0,9
101261,Marcus Romain,Mississippi Valley State,2016,6,4,0,2,2,0,0,1,3,0,4
101269,John Sanders,Mississippi Valley State,2015,0,0,0,0,0,0,0,0,2,0,0
101282,Toby Egbuna,North Carolina,2015,0,0,0,0,0,0,0,0,0,0,0
101283,Quentin Taylor,Indiana,2015,0,0,0,0,0,0,0,0,0,0,0
101283,Quentin Taylor,Indiana,2016,0,0,0,0,0,0,0,0,0,0,0
101283,Quentin Taylor,Indiana,2017,0,0,0,0,0,0,0,0,0,0,0
101284,"Michael Dowdy, Jr.",Seton Hall,2015,0,0,0,0,0,0,0,0,0,0,0
101284,"Michael Dowdy, Jr.",Seton Hall,2016,0,0,0,0,0,0,0,0,0,0,0
101285,Mike Noyes,Connecticut,2015,0,0,0,0,0,0,0,0,0,0,0
101285,Mike Noyes,Connecticut,2016,0,0,0,0,0,0,0,0,0,0,0
101285,Mike Noyes,Connecticut,2017,0,0,0,0,0,0,0,0,0,0,0
101286,Novian Cherry,Savannah State,2015,1,1,0,0,1,0,0,0,0,0,0
101287,Brandon Wimberly,Georgia Southern,2015,0,0,0,0,0,0,0,1,1,0,0
101287,Brandon Wimberly,Georgia Southern,2016,0,0,0,0,0,0,0,0,0,0,0
101288,Jackie Saucer,Bethune-Cookman,2015,0,0,0,0,0,0,0,0,0,0,0
101289,Gus Navickas,Bethune-Cookman,2015,1,0,1,0,0,0,0,0,1,0,0
101293,Josh Crumpler,Campbell,2016,0,0,0,0,0,0,0,0,0,0,0
101294,Nick Parker,Campbell,2015,0,0,0,0,0,0,0,0,0,0,0
101294,Nick Parker,Campbell,2016,0,0,0,0,0,0,0,0,0,0,0
101294,Nick Parker,Campbell,2017,1,0,1,0,0,1,0,0,0,0,0
101295,Troy Stancil,Jackson State,2015,5,4,1,0,3,0,0,0,1,0,2
101296,Troy Norris,Oregon,2015,0,0,0,0,0,0,0,0,0,0,0
101362,Imani Miller,Hampton,2015,0,0,0,0,0,0,0,0,0,0,0
101362,Imani Miller,Hampton,2016,0,0,0,0,0,0,0,1,0,0,0
101363,Akim Mitchell,Hampton,2015,1,0,1,0,0,1,0,0,5,0,1
101363,Akim Mitchell,Hampton,2016,2,0,2,0,0,1,0,0,4,0,1
101363,Akim Mitchell,Hampton,2017,2,1,1,0,1,0,0,1,4,0,3
101364,Trevond Barnes,Hampton,2015,6,0,6,0,0,2,0,0,1,0,0
101364,Trevond Barnes,Hampton,2016,45,11,34,0,6,21,0,0,12,0,0
101364,Trevond Barnes,Hampton,2017,41,14,27,0,12,17,0,1,6,0,0
101365,Tre Houston,Hampton,2016,0,0,0,0,0,0,0,0,1,0,0
124690,Trey Houston,Hampton,2017,0,0,0,0,0,0,0,0,0,0,#N/A
101366,Eugene Marshall III,Hampton,2016,0,0,0,0,0,0,0,0,0,0,0
101366,Eugene Marshall III,Hampton,2017,0,0,0,0,0,0,0,0,0,0,1
101367,Devon Oakley,Hampton,2015,1,0,1,0,0,1,0,0,0,0,0
101367,Devon Oakley,Hampton,2016,6,1,4,1,1,2,1,0,1,0,2
101370,Sam Worman,Liberty,2015,0,0,0,0,0,0,0,0,0,0,0
101372,Christian Wise,Florida A&M,2015,0,0,0,0,0,0,0,0,0,0,0
101373,Isaiah Omoregie,Florida A&M,2015,6,1,5,0,1,3,0,0,1,0,0
101374,Tim Donohoe,Stony Brook,2015,0,0,0,0,0,0,0,0,0,0,0
101374,Tim Donohoe,Stony Brook,2016,0,0,0,0,0,0,0,0,0,0,0
101375,Tanner Borchardt,Nebraska,2015,0,0,0,0,0,0,0,0,0,0,0
101375,Tanner Borchardt,Nebraska,2016,0,0,0,0,0,0,0,0,0,0,0
101375,Tanner Borchardt,Nebraska,2017,4,2,2,0,1,1,0,1,0,0,0
101457,Kyle Massie,Texas-San Antonio,2015,0,0,0,0,0,0,0,0,0,0,0
101457,Kyle Massie,Texas-San Antonio,2016,0,0,0,0,0,0,0,0,0,0,0
101457,Kyle Massie,Texas-San Antonio,2017,0,0,0,0,0,0,0,0,0,0,0
101460,Josh Hanson,Stanford,2015,0,0,0,0,0,0,0,0,0,0,0
101460,Josh Hanson,Stanford,2016,0,0,0,0,0,0,0,0,0,0,0
101462,Alex Seutin,Stanford,2015,0,0,0,0,0,0,0,0,0,0,0
101633,Maxx Bleecher,Florida Gulf Coast,2015,0,0,0,0,0,0,0,0,0,0,0
101633,Maxx Bleecher,Florida Gulf Coast,2016,0,0,0,0,0,0,0,0,0,0,1
101635,Randy Cruzet,San Francisco,2015,0,0,0,0,0,0,0,0,0,0,0
101636,Abdul Dial,St. John's,2015,0,0,0,0,0,0,0,0,0,0,0
101637,Carlitos Anderson,Akron,2015,0,0,0,0,0,0,0,0,0,0,0
101637,Carlitos Anderson,Akron,2016,0,0,0,0,0,0,0,0,0,0,0
101704,Miles Rockafeler,St. Francis (NY),2015,0,0,0,0,0,0,0,0,0,0,0
101919,Aser Ghebremichael,Boston College,2015,0,0,0,0,0,0,0,0,0,0,0
101919,Aser Ghebremichael,Boston College,2016,0,0,0,0,0,0,0,0,0,0,0
101920,Jordan Barros,Boston College,2015,0,0,0,0,0,0,0,0,0,0,0
102221,Christian Vega,Saint Joseph's,2015,0,0,0,0,0,0,0,0,0,0,0
102221,Christian Vega,Saint Joseph's,2016,0,0,0,0,0,0,0,0,0,0,0
102221,Christian Vega,Saint Joseph's,2017,0,0,0,0,0,0,0,0,0,0,0
102222,Codey McElroy,Oklahoma State,2015,0,0,0,0,0,0,0,0,0,0,0
102225,Stephen Strachan,Middle Tennessee State,2016,0,0,0,0,0,0,0,0,0,0,0
102226,Robbie Feinberg,Harvard,2015,0,0,0,0,0,0,0,0,0,0,0
102226,Robbie Feinberg,Harvard,2016,0,0,0,0,0,0,0,0,0,0,0
102226,Robbie Feinberg,Harvard,2017,0,0,0,0,0,0,0,0,0,0,0
102228,Nick Cunningham,Siena,2015,0,0,0,0,0,0,0,0,0,0,1
102292,Elijah Mays,Florida A&M,2016,1,0,1,0,0,1,0,1,3,0,1
102292,Elijah Mays,Florida A&M,2017,0,0,0,0,0,0,0,0,3,0,3
102293,Kirkland Humphrey,Eastern Kentucky,2015,0,0,0,0,0,0,0,0,0,0,1
102293,Kirkland Humphrey,Eastern Kentucky,2016,0,0,0,0,0,0,0,0,0,0,0
102293,Kirkland Humphrey,Eastern Kentucky,2017,0,0,0,0,0,0,0,0,0,0,0
102294,Paulo Cruz,Arizona,2015,0,0,0,0,0,0,0,0,0,0,0
102294,Paulo Cruz,Arizona,2016,0,0,0,0,0,0,0,0,0,0,0
102295,Jake Mosiman,Arkansas,2015,0,0,0,0,0,0,0,0,0,0,0
102297,Chase Jones,Virginia Military,2015,0,0,0,0,0,0,0,0,0,0,0
102299,Jadon Reynolds,Abilene Christian,2016,0,0,0,0,0,0,0,0,0,0,0
102300,Joseff Smith,Alabama State,2015,0,0,0,0,0,0,0,0,0,0,0
102301,Dominique Bullock,Georgia Southern,2016,0,0,0,0,0,0,0,0,0,0,0
102302,James Holder,Georgia Southern,2015,0,0,0,0,0,0,0,0,0,0,0
102302,James Holder,Georgia Southern,2016,0,0,0,0,0,0,0,0,0,0,0
102307,Mike Davis (4),Towson,2015,0,0,0,0,0,0,0,0,0,0,0
102403,David Cunningham,Nevada,2015,0,0,0,0,0,0,0,0,0,0,0
102403,David Cunningham,Nevada,2017,0,0,0,0,0,0,0,0,0,0,1
81315,Joel Fiegler,Central Arkansas,2014,27,8,19,0,4,11,0,1,6,0,#N/A
102487,Julian Powell,Saint Peter's,2017,13,4,9,0,2,6,0,0,3,0,0
102492,Branden Jenkins,LSU,2016,1,0,0,1,0,0,1,1,0,0,0
102495,Duop Reath,LSU,2016,46,23,22,0,19,17,0,2,6,0,2
102495,Duop Reath,LSU,2017,31,13,18,0,8,14,0,2,1,0,0
102497,Leston Gordon,New Mexico State,2017,0,0,0,0,0,0,0,0,1,0,0
102498,Andre Edwards,East Tennessee State,2017,3,0,2,1,0,0,1,0,0,0,2
102632,D'Angelo McBride,Bradley,2015,1,0,1,0,0,1,0,0,0,0,0
102810,Rafiki Muhamad,Texas-RGV,2015,0,0,0,0,0,0,0,0,0,0,0
102815,Brenton Petty,Fordham,2015,0,0,0,0,0,0,0,0,0,0,0
102815,Brenton Petty,Fordham,2016,0,0,0,0,0,0,0,0,1,0,0
102815,Brenton Petty,Fordham,2017,0,0,0,0,0,0,0,0,1,0,0
102959,Kyler Nielson,Southern Utah,2014,0,0,0,0,0,0,0,0,0,0,0
102974,Kwei Lartey,North Carolina A&T,2017,4,2,2,0,2,1,0,1,3,0,2
102976,Corey Tillery,Tennessee Tech,2017,0,0,0,0,0,0,0,0,1,0,0
102978,Tre Maloney,Florida Atlantic,2017,0,0,0,0,0,0,0,0,0,0,0
103161,Andrew Jones (3),Texas,2016,11,7,3,1,3,2,1,2,3,0,10
103161,Andrew Jones (3),Texas,2017,2,1,0,1,1,0,1,0,0,0,2
103219,Daniel Hazlewood,Northwestern State,2015,0,0,0,0,0,0,0,0,0,0,0
103235,Chris Rivera,Manhattan,2015,0,0,0,0,0,0,0,0,0,0,0
103429,Darnell Dunn,Pepperdine,2017,6,0,6,0,0,5,0,0,1,0,0
103453,Jason Boswell,Central Michigan,2015,0,0,0,0,0,0,0,0,0,0,0
103454,Alec Raven,Cal Poly,2016,0,0,0,0,0,0,0,0,0,0,0
103506,Sandro Mamukelashvili,Seton Hall,2017,16,3,13,0,3,9,0,1,5,0,0
103584,Ayo Adedeji,Stanford,2015,0,0,0,0,0,0,0,0,0,0,0
103651,Braxton Key,Alabama,2016,21,6,12,2,3,7,2,3,5,0,4
103651,Braxton Key,Alabama,2017,11,3,6,2,3,3,1,0,1,0,1
103651,Braxton Key,Alabama,2017,11,3,6,2,3,3,1,0,1,0,1
103652,Devonte Fuller,Western Carolina,2015,0,0,0,0,0,0,0,0,0,0,0
103652,Devonte Fuller,Western Carolina,2016,0,0,0,0,0,0,0,0,2,0,0
103652,Devonte Fuller,Western Carolina,2017,0,0,0,0,0,0,0,0,0,0,1
103681,Rex Sunahara,Rhode Island,2015,0,0,0,0,0,0,0,0,0,0,0
103688,Connor Bennett,UMass Lowell,2017,9,0,9,0,0,6,0,0,2,0,0
103689,Sam Craft,Memphis,2015,1,1,0,0,0,0,0,0,1,0,0
103695,Alex Zhao,Penn State,2016,0,0,0,0,0,0,0,0,0,0,0
103696,Barry Ogalue,Long Beach State,2016,4,2,1,0,1,0,0,0,1,0,1
103696,Barry Ogalue,Long Beach State,2017,2,0,1,1,0,0,1,0,0,0,3
103697,Louie Pillari,Monmouth,2016,4,0,3,1,0,2,1,1,0,0,1
103697,Louie Pillari,Monmouth,2017,2,0,2,0,0,0,0,1,1,0,0
103698,Bruce Brittingham,Wagner,2015,1,0,1,0,0,1,0,0,0,0,0
103699,Derek Mountain,Holy Cross,2015,0,0,0,0,0,0,0,0,0,0,0
104193,Samuel Volmy,Niagara,2017,0,0,0,0,0,0,0,0,0,0,0
104344,Seth Rouse,Robert Morris,2015,0,0,0,0,0,0,0,0,0,0,0
104344,Seth Rouse,Robert Morris,2016,0,0,0,0,0,0,0,0,0,0,0
104344,Seth Rouse,Robert Morris,2017,0,0,0,0,0,0,0,0,0,0,0
104346,Emmanuel Akot,Arizona,2017,3,1,2,0,1,1,0,0,1,0,0
104512,Byron Smith,Southeastern Louisiana,2015,0,0,0,0,0,0,0,0,0,0,0
104621,Jackson Tharp,Indiana,2015,0,0,0,0,0,0,0,0,0,0,0
104831,Chris Smith (4),UCLA,2017,7,2,5,0,2,3,0,1,0,0,0
104859,Elijah McGuire,Louisiana,2015,0,0,0,0,0,0,0,0,0,0,1
104871,Martin Jones,North Carolina A&T,2015,0,0,0,0,0,0,0,0,0,0,0
104871,Martin Jones,North Carolina A&T,2016,0,0,0,0,0,0,0,0,1,0,0
104878,Rayshawn Miller,Massachusetts,2015,0,0,0,0,0,0,0,0,0,0,0
104878,Rayshawn Miller,Massachusetts,2016,0,0,0,0,0,0,0,0,0,0,0
104878,Rayshawn Miller,Massachusetts,2017,2,0,1,1,0,1,1,0,1,0,1
104915,Shai Gilgeous-Alexander,Kentucky,2017,16,4,9,3,1,5,2,1,4,0,11
104916,Hameir Wright,Washington,2017,36,16,18,2,10,12,2,1,3,0,0
104917,Rayshaun Hammonds,Georgia,2017,6,5,1,0,2,0,0,1,6,0,0
104918,J.J. Chandler,Texas A&M,2017,1,0,1,0,0,0,0,0,0,0,3
104920,Garrison Brooks,North Carolina,2017,11,6,3,1,5,1,1,1,1,0,0
104923,Brandon Rachal,LSU,2017,5,2,3,0,2,1,0,1,3,0,5
104924,Isaiah Washington (2),Minnesota,2017,2,1,0,1,1,0,1,0,0,0,3
