GMID,Name,School,Year,A1PerRimAtt,A1Per2PT,PercFTsShootF
86751,Kareem South,Texas A&M-CC,2015,0.000,0.000,100.00%
86751,Kareem South,Texas A&M-CC,2016,0.000,0.000,900.00%
86751,Kareem South,Texas A&M-CC,2017,0.000,0.000,2200.00%
86751,Kareem South,Texas A&M-CC,2017,0.000,0.000,2200.00%
86752,Jeantal Cylla,Florida Atlantic,2015,0.111,0.091,766.67%
86752,Jeantal Cylla,Florida Atlantic,2016,0.429,0.188,188.89%
86753,Nolan Gerrity,UMBC,2015,0.000,0.000,550.00%
86753,Nolan Gerrity,UMBC,2016,0.000,0.000,550.00%
86753,Nolan Gerrity,UMBC,2017,0.000,0.000,533.33%
86754,Sam Schwietz,UMBC,2015,NA,NA,NA
86754,Sam Schwietz,UMBC,2016,NA,NA,NA
86754,Sam Schwietz,UMBC,2017,NA,NA,NA
86755,Armel Potter,Charleston Southern,2015,0.091,0.029,833.33%
86755,Armel Potter,Charleston Southern,2016,0.111,0.042,684.62%
86756,Nick Allen,Texas-San Antonio,2015,0.000,0.000,550.00%
86756,Nick Allen,Texas-San Antonio,2016,0.500,0.214,372.73%
86756,Nick Allen,Texas-San Antonio,2017,0.143,0.053,1233.33%
86757,Junior Searcy,Northern Arizona,2015,0.000,0.000,200.00%
86758,D'Marcus Simonds,Georgia State,2016,0.083,0.071,1200.00%
86758,D'Marcus Simonds,Georgia State,2017,0.192,0.094,572.00%
86770,Cole Israelson,Central Michigan,2014,0.000,0.000,100.00%
86770,Cole Israelson,Central Michigan,2016,NA,NA,NA
86843,Ty Cannaday,Radford,2014,#N/A,#N/A,#VALUE!
86864,Larry Motuzis,American University,2017,0.100,0.077,1300.00%
86864,Larry Motuzis,American University,2017,0.100,0.077,1300.00%
86976,Bryce Thurston,Mount St. Mary's,2016,NA,0.000,NA
86978,Issac Vann,Maine,2015,0.100,0.063,569.23%
86978,Issac Vann,VCU,2017,0.109,0.073,141.94%
86982,Austin Mueller,Wyoming,2017,NA,0.000,NA
86984,Justinian Jessup,Boise State,2016,0.167,0.067,71.05%
86984,Justinian Jessup,Boise State,2017,0.150,0.048,88.57%
86985,Khameron Davis,Pittsburgh,2017,0.000,0.000,214.29%
86986,Jordan Phillips,Florida Atlantic,2016,#N/A,#N/A,#VALUE!
86987,Travis Atson,Tulsa,2016,NA,0.000,NA
86995,Radin Hughes,South Carolina State,2014,NA,NA,NA
86998,Tre Hawkins,Miami (OH),2014,#N/A,#N/A,#VALUE!
87038,"Gary Williams, Jr.",San Jose State,2015,0.250,0.083,522.22%
87038,"Gary Williams, Jr.",San Jose State,2016,0.111,0.038,620.00%
87041,Jerrelle Deberry,Kent State,2016,NA,NA,NA
87041,Jerrelle Deberry,Utah Valley,2017,0.000,0.000,1000.00%
87046,Christian Musoko,Southern Utah,2016,NA,NA,NA
87046,Christian Musoko,Southern Utah,2017,0.000,0.000,850.00%
87060,Martin Dixon-Green,Canisius,2016,0.000,0.000,600.00%
87220,Ray Doby,South Carolina,2015,0.000,0.000,100.00%
87221,Adam Dykman,South Dakota State,2016,0.000,0.000,NA
87222,Aarias Austin,Northern Iowa,2015,0.000,0.000,200.00%
87223,Drew Hackett,Illinois-Chicago,2015,0.000,0.000,NA
87226,Mustapha Traore,Monmouth,2016,0.000,0.000,88.89%
87226,Mustapha Traore,Monmouth,2017,0.000,0.000,333.33%
87227,Alex Long,Norfolk State,2015,0.000,0.000,380.00%
87227,Alex Long,Norfolk State,2016,0.071,0.028,407.69%
87227,Alex Long,Norfolk State,2017,0.500,0.100,1100.00%
87228,Taqqi Muhammad,UNC Greensboro,2015,#N/A,#N/A,#VALUE!
87228,Taqqi Muhammad,UNC Greensboro,2016,NA,NA,NA
87229,Jaylen Franklin,Abilene Christian,2015,0.095,0.065,2466.67%
87229,Jaylen Franklin,Abilene Christian,2016,0.250,0.111,2766.67%
87229,Jaylen Franklin,Abilene Christian,2017,0.000,0.000,NA
87229,Jaylen Franklin,Abilene Christian,2017,0.000,0.000,NA
87230,Asa Cantwell,Houston Baptist,2015,NA,0.000,266.67%
87230,Asa Cantwell,Houston Baptist,2016,0.000,0.000,NA
87231,Nick Rutherford,Florida Atlantic,2015,0.043,0.037,707.69%
87231,Nick Rutherford,Florida Atlantic,2016,0.182,0.074,742.86%
87232,Ifyeani Umezurike,St. Francis (PA),2015,0.000,0.000,466.67%
87232,Ifyeani Umezurike,St. Francis (PA),2016,0.000,0.000,NA
87233,Matt Frierson,Citadel,2015,NA,NA,NA
87233,Matt Frierson,Citadel,2016,NA,0.000,NA
87233,Matt Frierson,Citadel,2017,0.000,0.000,1240.00%
87234,Nate Jones,Bucknell,2015,NA,NA,NA
87234,Nate Jones,Bucknell,2016,0.200,0.143,116.67%
87234,Nate Jones,Bucknell,2017,0.167,0.143,187.50%
87235,Bryce Moore,Western Michigan,2015,0.000,0.000,500.00%
87235,Bryce Moore,Western Michigan,2016,0.333,0.167,966.67%
87235,Bryce Moore,Western Michigan,2017,NA,0.000,712.50%
87236,Matthew Pegram,Wofford,2015,NA,0.000,400.00%
87236,Matthew Pegram,Wofford,2016,0.000,0.000,1000.00%
87236,Matthew Pegram,Wofford,2017,0.000,0.000,400.00%
87237,Hayden Farquhar,Abilene Christian,2015,0.000,0.000,300.00%
87237,Hayden Farquhar,Abilene Christian,2016,0.000,0.000,NA
87237,Hayden Farquhar,Abilene Christian,2017,0.000,0.000,NA
87237,Hayden Farquhar,Abilene Christian,2017,0.000,0.000,NA
87238,James Harvey,McNeese State,2015,0.000,0.000,612.50%
87238,James Harvey,McNeese State,2016,1.000,0.167,933.33%
87238,James Harvey,McNeese State,2017,NA,0.000,1000.00%
87239,Aaron Carver,Old Dominion,2016,NA,0.000,NA
87239,Aaron Carver,Old Dominion,2017,0.067,0.048,104.76%
87240,Doug Taylor,Ohio,2015,0.500,0.500,1100.00%
87240,Doug Taylor,Ohio,2016,0.000,0.000,1000.00%
87240,Doug Taylor,Ohio,2017,0.167,0.111,3700.00%
87241,Dylan Windler,Belmont,2015,0.333,0.250,533.33%
87241,Dylan Windler,Belmont,2016,0.078,0.070,128.21%
87241,Dylan Windler,Belmont,2017,0.040,0.037,606.25%
87242,Emmanuel Olojakpoke,Akron,2016,0.031,0.031,130.00%
87242,Emmanuel Olojakpoke,Akron,2017,0.500,0.200,2100.00%
87242,Emmanuel Olojakpoke,Akron,2017,0.500,0.200,2100.00%
87245,Lucas Jones,Eastern Illinois,2015,NA,0.000,NA
87245,Lucas Jones,Eastern Illinois,2016,#N/A,#N/A,#VALUE!
87245,Lucas Jones,Eastern Illinois,2017,NA,0.000,600.00%
87246,Kristian Doolittle,Oklahoma,2016,0.105,0.046,77.06%
87246,Kristian Doolittle,Oklahoma,2017,0.097,0.056,73.08%
87247,Anthony Lamb,Vermont,2016,0.083,0.050,143.64%
87247,Anthony Lamb,Vermont,2017,0.088,0.052,130.19%
87264,Niles Tate,Virginia Military,2014,#N/A,#N/A,#VALUE!
87265,Michael Donovan,Virginia Military,2014,NA,NA,NA
87266,Conrad Jenne,Virginia Military,2014,NA,NA,NA
87269,"Victor Bailey, Jr.",Oregon,2017,0.091,0.050,113.64%
87272,Mitchell Ballock,Creighton,2017,0.023,0.015,90.91%
87274,Darius Banks,James Madison,2017,0.083,0.059,1966.67%
87275,Alex Barcello,Arizona,2017,0.000,0.000,75.00%
87282,OShae Brissett,Syracuse,2017,0.066,0.036,84.62%
87286,Tristan Clark,Baylor,2017,0.212,0.077,81.82%
87287,Chris Coalmon,Robert Morris,2017,0.000,0.000,NA
87289,Brandon Davis (3),UC Santa Barbara,2017,0.000,0.000,400.00%
87290,Daejon Davis,Stanford,2017,0.118,0.078,346.67%
87294,Jacob Gross,North Texas,2014,NA,NA,NA
87294,Jacob Gross,North Texas,2015,NA,NA,NA
87294,Jacob Gross,North Texas,2016,0.000,0.000,NA
87319,Jeremy Jones (2),Rice,2014,0.167,0.143,238.46%
87319,Jeremy Jones (2),Gonzaga,2016,0.000,0.000,100.00%
87319,Jeremy Jones (2),Gonzaga,2017,0.150,0.136,96.15%
87393,Jacob Broussard,Louisiana,2015,#N/A,#N/A,#VALUE!
87393,Jacob Broussard,Louisiana,2016,NA,NA,NA
87393,Jacob Broussard,Louisiana,2017,NA,NA,NA
87443,Ishmael Lane,Northwestern State,2015,0.091,0.056,419.05%
87443,Ishmael Lane,Northwestern State,2016,0.091,0.034,900.00%
87443,Ishmael Lane,Northwestern State,2017,0.182,0.077,625.00%
87444,Chris Miller,Oral Roberts,2016,0.000,0.000,NA
87444,Chris Miller,Oral Roberts,2017,0.000,0.000,350.00%
87445,Levi Yancy,Northwestern State,2015,0.000,0.000,NA
87459,Rory Temkin,Rhode Island,2015,0.000,0.000,0.00%
87464,Andrew Vollert,San Jose State,2014,#N/A,#N/A,#VALUE!
87465,Tyler Winston,San Jose State,2014,NA,NA,NA
87466,Matt Kourouma,North Dakota State,2014,NA,NA,NA
87467,Mike Robbins,Temple,2014,NA,0.000,100.00%
87467,Mike Robbins,Temple,2015,NA,0.000,66.67%
87467,Mike Robbins,Temple,2016,0.000,0.000,266.67%
87468,Terrance Ditimi,Connecticut,2014,0.000,0.000,NA
87651,Joe Schwartz,Texas,2015,0.000,0.000,100.00%
87651,Joe Schwartz,Texas,2017,NA,NA,0.00%
87658,Marius McAllister,North Carolina Central,2014,#N/A,#N/A,#VALUE!
87658,Marius McAllister,North Carolina Central,2015,NA,NA,NA
87658,Marius McAllister,North Carolina Central,2016,NA,NA,NA
87658,Marius McAllister,North Carolina Central,2017,NA,NA,NA
87675,Dalvin Roberts,Florida A&M,2014,NA,NA,NA
87676,Mike Lukashewich,Minnesota,2014,NA,NA,NA
87676,Mike Lukashewich,Minnesota,2015,#N/A,#N/A,#VALUE!
87680,Joshua Friar,Texas Southern,2014,NA,NA,NA
87680,Joshua Friar,Texas Southern,2015,NA,NA,NA
87806,"Rob Blissitt, Jr.",Cincinnati,2014,0.000,0.000,100.00%
87846,Jabari Alex,Mississippi Valley State,2014,NA,0.000,NA
87846,Jabari Alex,Mississippi Valley State,2015,0.000,0.000,0.00%
87846,Jabari Alex,Mississippi Valley State,2016,0.000,0.000,150.00%
87939,Matt Haarms,Purdue,2017,0.139,0.058,70.45%
87975,Haboubacar Mutombo,Western Carolina,2014,#N/A,#N/A,#VALUE!
87975,Haboubacar Mutombo,Western Carolina,2015,0.000,0.000,NA
87975,Haboubacar Mutombo,Western Carolina,2016,0.000,0.000,508.33%
87975,Haboubacar Mutombo,Western Carolina,2017,0.000,0.000,NA
87978,Joel Engulu,Texas A&M-CC,2014,NA,NA,NA
87998,John McCarty,Central Michigan,2014,0.000,0.000,NA
87998,John McCarty,Central Michigan,2015,#N/A,#N/A,#VALUE!
87998,John McCarty,Central Michigan,2016,#N/A,#N/A,#VALUE!
87998,John McCarty,Central Michigan,2017,#N/A,#N/A,#VALUE!
88062,Ernest Carter,Florida A&M,2014,#N/A,#N/A,#VALUE!
88064,Wade Martin,Louisiana-Monroe,2015,NA,0.000,NA
88064,Wade Martin,Louisiana-Monroe,2016,0.000,0.000,NA
88067,Marcus Berkley,UC Riverside,2017,#N/A,#N/A,#VALUE!
88071,Logan Primerano,UMass Lowell,2015,0.000,0.000,1300.00%
88071,Logan Primerano,UMass Lowell,2016,0.000,0.000,1050.00%
88072,Rodney Hunter,Columbia,2016,0.000,0.000,250.00%
88072,Rodney Hunter,Columbia,2017,0.000,0.000,400.00%
88073,Glenn Hollaway,Alabama State,2015,0.000,0.000,400.00%
88073,Glenn Hollaway,Alabama State,2016,NA,NA,NA
88074,Jeremiah Martin,Memphis,2015,0.120,0.067,65.38%
88074,Jeremiah Martin,Memphis,2016,0.280,0.146,187.18%
88074,Jeremiah Martin,Memphis,2017,0.182,0.129,868.75%
88076,Zane Najdawi,Citadel,2015,NA,NA,2750.00%
88076,Zane Najdawi,Citadel,2016,0.000,0.000,876.92%
88076,Zane Najdawi,Citadel,2017,0.000,0.000,1920.00%
88077,Keith Shivers,Coppin State,2015,0.143,0.069,766.67%
88077,Keith Shivers,Coppin State,2016,0.067,0.037,280.00%
88078,Tyler Hamilton,Pennsylvania,2015,0.000,0.000,350.00%
88078,Tyler Hamilton,Pennsylvania,2016,0.000,0.000,NA
88079,Malik Clements,North Dakota State,2015,0.000,0.000,400.00%
88081,Kason Harrell,Fort Wayne,2015,0.000,0.000,200.00%
88081,Kason Harrell,Fort Wayne,2016,0.000,0.000,750.00%
88081,Kason Harrell,Fort Wayne,2017,0.000,0.000,514.29%
88084,Charles Ruise,Fort Wayne,2015,0.000,0.000,250.00%
88084,Charles Ruise,Fort Wayne,2016,0.000,0.000,1600.00%
88085,Thomas Neff,Denver,2015,0.333,0.333,2300.00%
88085,Thomas Neff,Denver,2016,0.000,0.000,NA
88085,Thomas Neff,Denver,2017,NA,0.000,NA
88087,Mamadou Diarra,Connecticut,2017,0.032,0.022,82.14%
88089,Jacob Davison,Eastern Washington,2017,0.111,0.071,425.00%
88100,Hamidou Diallo,Kentucky,2017,0.120,0.056,75.68%
88103,Melo Eggleston,Wake Forest,2017,0.000,0.000,50.00%
88105,Max Evans,Vanderbilt,2017,0.115,0.083,71.88%
88106,Reed Farley,Harvard,2017,NA,NA,NA
88109,Phillip Flory,Seton Hall,2017,0.000,0.000,100.00%
88115,Quade Green,Kentucky,2017,0.023,0.008,85.42%
88116,Royce Hamm,Texas,2017,0.000,0.000,53.33%
88119,Blake Harris,Missouri,2017,0.071,0.050,100.00%
88120,D.J. Heath,Canisius,2017,#N/A,#N/A,#VALUE!
88123,Alfred Hollins,Oregon State,2017,0.222,0.095,353.85%
88126,Isiah Jasey,Texas A&M,2017,0.000,0.000,NA
88128,Jamal Johnson (2),Memphis,2017,0.000,0.000,212.50%
88134,Myles Franklin (2),Northeastern,2017,0.000,0.000,200.00%
88249,Ryan Kelley,Siena,2014,#N/A,#N/A,#VALUE!
88357,Conrad Stephens,Robert Morris,2014,#N/A,#N/A,#VALUE!
88357,Conrad Stephens,Robert Morris,2015,NA,NA,NA
88357,Conrad Stephens,Robert Morris,2016,NA,NA,NA
88386,Michael Adams,UNC Greensboro,2014,#N/A,#N/A,#VALUE!
88386,Michael Adams,UNC Greensboro,2015,NA,NA,NA
88389,Ty'Shaun McCollum,North Carolina A&T,2014,#N/A,#N/A,#VALUE!
88390,Bobby Williams,South Carolina State,2015,NA,NA,NA
88390,Bobby Williams,South Carolina State,2016,0.000,0.000,NA
88422,Patrick Speller,Howard,2015,0.000,0.000,NA
88424,Jordan Fuchs,Indiana,2014,0.000,0.000,NA
88431,Mamoudou Diarra,Cincinnati,2017,0.000,0.000,100.00%
88436,K.J. Santos,Illinois-Chicago,2016,NA,NA,NA
88439,Christopher Brown,Morgan State,2014,#N/A,#N/A,#VALUE!
88453,Mark Parisi,Long Island,2014,#N/A,#N/A,#VALUE!
88461,Chris Huey,Kansas,2014,NA,0.000,NA
88463,Michael Mache,Marquette,2014,0.000,0.000,NA
88475,Lucas N'Guessan,Oklahoma State,2016,0.033,0.026,55.00%
88475,Lucas N'Guessan,Oklahoma State,2017,0.118,0.095,54.55%
88484,Joshua Tomaic,Maryland,2017,0.077,0.063,82.35%
88522,Ryan McMahon,Louisville,2016,0.250,0.125,57.14%
88522,Ryan McMahon,Louisville,2017,0.000,0.000,92.00%
88523,Kamau Stokes,Kansas State,2015,0.071,0.030,74.07%
88523,Kamau Stokes,Kansas State,2016,0.014,0.006,73.19%
88523,Kamau Stokes,Kansas State,2017,0.031,0.012,80.95%
88524,Charvon Julien,Tulane,2015,0.125,0.063,150.00%
88524,Charvon Julien,Tulane,2016,0.000,0.000,28.57%
88526,Tyson Jolly,Baylor,2017,0.000,0.000,40.00%
88527,Khalil Iverson,Wisconsin,2015,0.067,0.059,71.88%
88527,Khalil Iverson,Wisconsin,2016,0.083,0.069,91.11%
88527,Khalil Iverson,Wisconsin,2017,0.102,0.078,82.18%
88528,P.J. Savoy,Florida State,2016,0.429,0.250,68.00%
88528,P.J. Savoy,Florida State,2017,0.167,0.087,72.73%
88529,Ricky Council,Providence,2015,0.000,0.000,100.00%
88529,Ricky Council,Providence,2016,NA,NA,NA
88530,Nico Clareth,Siena,2015,0.154,0.083,520.00%
88530,Nico Clareth,Siena,2016,0.000,0.000,875.00%
88530,Nico Clareth,Siena,2017,0.125,0.048,266.67%
88532,Christian Oshita,San Diego,2015,0.000,0.000,300.00%
88533,Daquon Ervin,UMBC,2015,NA,NA,NA
88533,Daquon Ervin,UMBC,2016,NA,NA,NA
88540,Austin Nehls,Central Connecticut State,2015,0.250,0.250,2266.67%
88540,Austin Nehls,Central Connecticut State,2016,0.000,0.000,4000.00%
88540,Austin Nehls,Central Connecticut State,2017,0.000,0.000,2600.00%
88544,Isaiah Lamb,Marist,2015,NA,NA,NA
88544,Isaiah Lamb,Marist,2016,0.000,0.000,NA
88544,Isaiah Lamb,Marist,2017,NA,NA,NA
88545,Xavier Eaglin,Cornell,2015,NA,NA,NA
88545,Xavier Eaglin,Prairie View A&M,2017,#N/A,#N/A,#VALUE!
88546,Marquel Ingram,Bethune-Cookman,2015,0.000,0.000,700.00%
88546,Marquel Ingram,Bethune-Cookman,2016,#N/A,#N/A,#VALUE!
88547,C.J. Jackson,Ohio State,2016,0.065,0.033,89.36%
88547,C.J. Jackson,Ohio State,2017,0.075,0.038,87.50%
88548,Malik Thames,UC Riverside,2015,NA,0.000,2600.00%
88548,Malik Thames,UC Riverside,2016,0.000,0.000,NA
88549,James Gollon,Ohio,2015,NA,0.000,200.00%
88549,James Gollon,Ohio,2017,0.000,0.000,1266.67%
88550,Jovante' Spivey,Sam Houston State,2015,0.167,0.071,1225.00%
88550,Jovante' Spivey,Sam Houston State,2016,0.000,0.000,3000.00%
88551,Quayson Williams,Citadel,2015,0.000,0.000,1000.00%
88551,Quayson Williams,Citadel,2016,0.000,0.000,850.00%
88551,Quayson Williams,Citadel,2017,0.000,0.000,471.43%
88553,Kinnon LaRose,Siena,2015,NA,NA,NA
88553,Kinnon LaRose,Sacred Heart,2017,0.333,0.167,1900.00%
88556,James Claar,Western Illinois,2015,NA,0.000,NA
88556,James Claar,Western Illinois,2016,0.000,0.000,NA
88557,Isaiah Thomas (2),Northern Arizona,2015,0.000,0.000,800.00%
88557,Isaiah Thomas (2),Northern Arizona,2016,NA,NA,NA
88557,Isaiah Thomas (2),Northern Arizona,2017,0.100,0.077,540.00%
88558,Demetrius McReynolds,Eastern Illinois,2015,0.000,0.000,760.00%
88558,Demetrius McReynolds,Eastern Illinois,2016,NA,NA,NA
88559,Wyatt Walker,Samford,2015,0.100,0.050,833.33%
88559,Wyatt Walker,Samford,2016,0.000,0.000,1260.00%
88559,Wyatt Walker,Samford,2017,0.000,0.000,NA
88561,Karolis Kundrotas,Elon,2015,0.000,0.000,300.00%
88561,Karolis Kundrotas,Elon,2016,0.000,0.000,1800.00%
88561,Karolis Kundrotas,Elon,2017,0.000,0.000,300.00%
88562,Siler Schneider,UC Davis,2015,0.100,0.036,785.71%
88562,Siler Schneider,UC Davis,2016,0.000,0.000,2600.00%
88562,Siler Schneider,UC Davis,2017,0.000,0.000,1600.00%
88563,Donovan Fields,Cal Poly,2016,0.000,0.000,933.33%
88563,Donovan Fields,Cal Poly,2017,0.000,0.000,2233.33%
88564,Matt Rafferty,Furman,2015,0.250,0.111,1766.67%
88564,Matt Rafferty,Furman,2016,NA,0.000,550.00%
88564,Matt Rafferty,Furman,2017,0.083,0.043,900.00%
88575,David Georgiev,Georgia Southern,2016,NA,NA,NA
88579,Jamelle Christian,Delaware State,2015,NA,NA,NA
88579,Jamelle Christian,Delaware State,2016,NA,NA,NA
88595,Spenser Dalton,North Carolina,2014,NA,NA,NA
88595,Spenser Dalton,North Carolina,2015,NA,0.000,NA
88620,Jay Jay Elvir,Loyola (IL),2014,#N/A,#N/A,#VALUE!
88623,Jon Rubenstein,Michigan,2014,NA,NA,0.00%
88672,Tre' Bryant,South Florida,2015,NA,0.000,NA
88674,Thomas Sanchez,Fordham,2015,#N/A,#N/A,#VALUE!
88674,Thomas Sanchez,Fordham,2016,#N/A,#N/A,#VALUE!
88674,Thomas Sanchez,Fordham,2017,NA,NA,NA
88675,Samuel Harris IV,St. Francis (NY),2016,NA,NA,NA
88675,Samuel Harris IV,St. Francis (NY),2017,#N/A,#N/A,#VALUE!
88678,Benjamin Nwokeabia,Iona,2015,NA,NA,NA
88680,Jalen Jones (3),Howard,2015,0.000,0.000,400.00%
88680,Jalen Jones (3),Howard,2016,0.000,0.000,350.00%
88680,Jalen Jones (3),Howard,2017,0.000,0.000,NA
88683,Jerrold Smith,UCLA,2015,NA,NA,NA
88683,Jerrold Smith,UCLA,2016,0.000,0.000,100.00%
88684,George Blagojevic,Hartford,2015,0.000,0.000,1000.00%
88684,George Blagojevic,Hartford,2016,0.000,0.000,NA
88684,George Blagojevic,Hartford,2017,0.333,0.250,300.00%
88685,Trae Bryant,UNC Asheville,2015,0.000,0.000,NA
88685,Trae Bryant,Maine,2017,0.000,0.000,300.00%
88687,Mike Edwards,Georgia,2015,0.051,0.026,85.71%
88687,Mike Edwards,Georgia,2016,0.133,0.060,75.41%
88687,Mike Edwards,Georgia,2017,0.154,0.054,73.68%
88689,Darien Fernandez,Jacksonville,2015,0.000,0.000,1000.00%
88689,Darien Fernandez,Jacksonville,2016,0.000,0.000,NA
88690,Neville Fincher,Tennessee State,2015,NA,NA,NA
88691,Cole Gentry,South Dakota State,2016,0.000,0.000,150.00%
88691,Cole Gentry,Wright State,2017,0.000,0.000,1100.00%
88692,Rodney Gill,Southern Mississippi,2017,0.000,0.000,NA
88693,Kenan Guzonjic,Colorado,2015,0.100,0.067,42.86%
88694,Tre Hansborough,Tennessee Tech,2015,0.000,0.000,425.00%
88695,LaMontray Harris,Morehead State,2015,NA,0.000,NA
88695,LaMontray Harris,Morehead State,2016,0.125,0.038,390.91%
88695,LaMontray Harris,Morehead State,2017,0.143,0.048,463.64%
88698,Deion James,North Carolina A&T,2015,0.000,0.000,350.00%
88698,Deion James,Colorado State,2017,0.143,0.055,356.25%
88701,Bobby Moorehead,Montana,2015,0.000,0.000,300.00%
88701,Bobby Moorehead,Montana,2016,NA,0.000,300.00%
88701,Bobby Moorehead,Montana,2017,0.000,0.000,2000.00%
88702,Teyvon Myers,West Virginia,2015,0.000,0.000,73.68%
88702,Teyvon Myers,West Virginia,2016,0.114,0.057,70.00%
88703,Rico Nuno,Eastern Washington,2015,0.000,0.000,NA
88704,Maurice O'Field,Arizona State,2015,0.000,0.000,100.00%
88704,Maurice O'Field,Arizona State,2016,NA,NA,NA
88704,Maurice O'Field,Nicholls State,2017,NA,NA,NA
88705,Mike Rodriguez,Southern Illinois,2015,0.000,0.000,1433.33%
88705,Mike Rodriguez,Southern Illinois,2016,0.115,0.067,411.43%
88706,Joe Sherburne,UMBC,2015,0.000,0.000,1700.00%
88706,Joe Sherburne,UMBC,2016,0.000,0.000,650.00%
88706,Joe Sherburne,UMBC,2017,0.143,0.053,1150.00%
88707,Amarveer Singh,Seton Hall,2015,0.250,0.133,100.00%
88707,Amarveer Singh,Seton Hall,2016,0.000,0.000,60.00%
88708,Marquill Smith,San Francisco,2015,NA,0.000,100.00%
88708,Marquill Smith,San Francisco,2016,NA,NA,500.00%
88709,Robert Thomas III,Southern Mississippi,2015,NA,0.000,NA
88709,Robert Thomas III,Southern Mississippi,2016,0.000,0.000,NA
88710,Terrell Thompson,Austin Peay,2015,0.000,0.000,NA
88711,Dennis Tunstall,Towson,2016,0.000,0.000,800.00%
88711,Dennis Tunstall,Towson,2017,0.043,0.036,140.00%
88712,Rokas Ulvydas,Texas Tech,2015,0.000,0.000,50.00%
88712,Rokas Ulvydas,UCF,2017,0.111,0.086,63.33%
88714,Christian Williams (2),Iowa,2015,0.286,0.095,66.67%
88714,Christian Williams (2),Iowa,2016,0.069,0.030,100.00%
88715,Jalen Williams (2),High Point,2016,0.333,0.200,380.00%
88722,Koch Bar,Bradley,2016,0.000,0.000,353.85%
88722,Koch Bar,Bradley,2017,0.000,0.000,480.00%
88723,Jordan Bohannon,Iowa,2016,0.000,0.000,86.96%
88723,Jordan Bohannon,Iowa,2017,0.000,0.000,82.35%
88724,Jair Bolden,George Washington,2016,0.000,0.000,500.00%
88724,Jair Bolden,George Washington,2017,0.000,0.000,555.56%
88725,Breein Tyree,Ole Miss,2016,0.028,0.016,85.29%
88725,Breein Tyree,Ole Miss,2017,0.079,0.030,81.82%
88726,Nysier Brooks,Cincinnati,2016,0.227,0.104,86.11%
88726,Nysier Brooks,Cincinnati,2017,0.000,0.000,81.82%
88727,Tony Carr,Penn State,2016,0.080,0.033,88.24%
88727,Tony Carr,Penn State,2017,0.193,0.060,80.22%
88731,Eric Curry,Minnesota,2016,0.058,0.027,67.27%
88732,Austin Davis,Michigan,2017,0.250,0.125,100.00%
88737,Wenyen Gabriel,Kentucky,2016,0.125,0.071,65.45%
88737,Wenyen Gabriel,Kentucky,2017,0.047,0.025,63.83%
88738,Harrison Henderson,USC,2016,0.000,0.000,80.00%
88738,Harrison Henderson,USC,2017,0.000,0.000,NA
88739,Mikey Henn,UC Davis,2016,0.000,0.000,NA
88740,Frankie Hughes,Missouri,2016,0.125,0.032,238.46%
88741,Martins Igbanu,Tulsa,2016,0.167,0.107,244.83%
88741,Martins Igbanu,Tulsa,2017,0.160,0.105,237.04%
88750,Chibueze Jacobs,Sacramento State,2016,0.000,0.000,NA
88750,Chibueze Jacobs,Sacramento State,2017,NA,NA,250.00%
88751,DeJon Jarreau,Massachusetts,2016,0.030,0.026,288.00%
88752,Jalen Johnson,Tennessee,2017,0.000,0.000,100.00%
88753,Tyrique Jones,Xavier,2016,0.071,0.061,88.24%
88753,Tyrique Jones,Xavier,2017,0.082,0.068,91.36%
88754,Sagaba Konate,West Virginia,2016,0.061,0.040,70.00%
88754,Sagaba Konate,West Virginia,2017,0.091,0.031,85.56%
88755,Trey Landers,Dayton,2016,0.125,0.083,112.50%
88755,Trey Landers,Dayton,2017,0.069,0.059,750.00%
88763,Saul Phiri,La Salle,2016,1.000,1.000,300.00%
88763,Saul Phiri,La Salle,2017,0.000,0.000,585.71%
88764,Shamorie Ponds,St. John's,2016,0.064,0.041,86.15%
88764,Shamorie Ponds,St. John's,2017,0.107,0.059,106.47%
88765,Micah Potter,Ohio State,2016,0.059,0.045,66.67%
88765,Micah Potter,Ohio State,2017,0.093,0.059,73.33%
88766,Taj Price,N.J.I.T.,2016,NA,NA,NA
88766,Taj Price,N.J.I.T.,2017,NA,NA,NA
88767,Kodye Pugh,Stanford,2017,0.000,0.000,266.67%
88768,Brandon Robinson,North Carolina,2016,0.000,0.000,50.00%
88768,Brandon Robinson,North Carolina,2017,0.077,0.034,100.00%
88770,Mitchell Smith,Missouri,2016,NA,NA,NA
88771,Xavier Sneed,Kansas State,2016,0.070,0.045,86.11%
88771,Xavier Sneed,Kansas State,2017,0.076,0.044,85.71%
88772,Michael Tertsea,Rhode Island,2017,0.000,0.000,NA
88773,Brandon Thomas,Hawaii,2017,NA,NA,400.00%
88774,Taurean Thompson,Syracuse,2016,0.099,0.045,101.85%
88776,Derrick Walker,Tennessee,2017,0.000,0.000,72.00%
88777,Ibi Watson,Michigan,2016,0.000,0.000,100.00%
88777,Ibi Watson,Michigan,2017,0.250,0.045,100.00%
88778,Carson Williams,Northern Kentucky,2016,0.105,0.083,390.91%
88778,Carson Williams,Northern Kentucky,2017,0.085,0.066,122.67%
88779,Isaiah Williams (3),Liberty,2017,0.000,0.000,1933.33%
88781,Bul Ajang,Tulane,2017,0.000,0.000,100.00%
88782,Ty-Shon Alexander,Creighton,2017,0.000,0.000,79.49%
